,DTE US Equity,PEP US Equity,PNW US Equity,PSA US Equity,NEE US Equity,K US Equity,ATO US Equity,NOC US Equity,AVB US Equity,WMB US Equity,KMB US Equity,RTX US Equity,KO US Equity,L US Equity,O US Equity,NVR US Equity,MO US Equity,TPL US Equity,NKE US Equity,BA US Equity,STE US Equity,NTRS US Equity,AVY US Equity,ROST US Equity,CB US Equity,KR US Equity,ALB US Equity,ALL US Equity,HST US Equity,C US Equity,PHM US Equity,AES US Equity,OMC US Equity,BK US Equity,LIN US Equity,EFX US Equity,WM US Equity,DVN US Equity,DE US Equity,DHI US Equity,MOS US Equity,PAYX US Equity,CPRT US Equity,TROW US Equity,CSCO US Equity,IDXX US Equity,HOLX US Equity,GILD US Equity,BSX US Equity,FAST US Equity,JKHY US Equity,CDNS US Equity,AMAT US Equity,REGN US Equity,IT US Equity,EA US Equity,BIIB US Equity,INTU US Equity,ADBE US Equity,JBL US Equity,AEP US Equity,ETR US Equity,ESS US Equity,TXT US Equity,CAG US Equity,T US Equity,JPM US Equity,DOV US Equity,HSY US Equity,HAL US Equity,LEN US Equity,SCHW US Equity,NEM US Equity,INCY US Equity,QCOM US Equity,TAP US Equity,ZBRA US Equity,USB US Equity,LMT US Equity,CLX US Equity,ROP US Equity,SWK US Equity,UHS US Equity,LUV US Equity,TJX US Equity,HPQ US Equity,VRTX US Equity,PTC US Equity,DLTR US Equity,FITB US Equity,HON US Equity,GE US Equity,PPL US Equity,J US Equity,BAC US Equity,STT US Equity,IPG US Equity,LLY US Equity,ADI US Equity,SBUX US Equity,CMS US Equity,AON US Equity,GD US Equity,CTAS US Equity,OKE US Equity,AZO US Equity,TGT US Equity,FICO US Equity,COST US Equity,TECH US Equity,EME US Equity,DUK US Equity,JCI US Equity,BKR US Equity,COF US Equity,COO US Equity,MGM US Equity,REG US Equity,CPB US Equity,SHW US Equity,ORCL US Equity,CTRA US Equity,EOG US Equity,COR US Equity,MNST US Equity,EQR US Equity,WELL US Equity,PFE US Equity,JNJ US Equity,FCX US Equity,WDC US Equity,MTB US Equity,EG US Equity,SLB US Equity,PPG US Equity,WFC US Equity,CVX US Equity,FI US Equity,CAH US Equity,GLW US Equity,DVA US Equity,POOL US Equity,ERIE US Equity,PGR US Equity,ECL US Equity,EIX US Equity,AFL US Equity,MSFT US Equity,WAT US Equity,EXPD US Equity,PCAR US Equity,INTC US Equity,HSIC US Equity,CVS US Equity,DIS US Equity,ITW US Equity,IBM US Equity,WSM US Equity,KEY US Equity,WAB US Equity,MMM US Equity,APD US Equity,UNP US Equity,DHR US Equity,EL US Equity,MHK US Equity,NTAP US Equity,RMD US Equity,SNPS US Equity,MCHP US Equity,NI US Equity,CMI US Equity,BMY US Equity,IRM US Equity,TSN US Equity,AMD US Equity,KLAC US Equity,AOS US Equity,CNP US Equity,VZ US Equity,HIG US Equity,FDX US Equity,MRK US Equity,BEN US Equity,TER US Equity,MLM US Equity,HUBB US Equity,CI US Equity,MAS US Equity,ABT US Equity,XOM US Equity,CCL US Equity,PG US Equity,MCK US Equity,CAT US Equity,CL US Equity,RJF US Equity,EVRG US Equity,LHX US Equity,SYK US Equity,PCG US Equity,IEX US Equity,VMC US Equity,IVZ US Equity,MS US Equity,MDT US Equity,PH US Equity,VTR US Equity,CMCSA US Equity,MU US Equity,ED US Equity,WY US Equity,AXP US Equity,GL US Equity,STZ US Equity,TXN US Equity,GEN US Equity,ODFL US Equity,ETN US Equity,SJM US Equity,LRCX US Equity,HBAN US Equity,RCL US Equity,BALL US Equity,TT US Equity,SWKS US Equity,TYL US Equity,HD US Equity,BBY US Equity,TRMB US Equity,WMT US Equity,TFC US Equity,ADP US Equity,CINF US Equity,BRO US Equity,DRI US Equity,JBHT US Equity,ES US Equity,PEG US Equity,SPG US Equity,FDS US Equity,VTRS US Equity,APH US Equity,KIM US Equity,ARE US Equity,AAPL US Equity,AMZN US Equity,BXP US Equity,F US Equity,GWW US Equity,LOW US Equity,BRK/B US Equity,BDX US Equity,AIG US Equity,SPGI US Equity,EXC US Equity,AMGN US Equity,EMR US Equity,AJG US Equity,PLD US Equity,ORLY US Equity,TSCO US Equity,MTD US Equity,URI US Equity,YUM US Equity,PWR US Equity,TTWO US Equity,VRSN US Equity,MMC US Equity,MCD US Equity,NDSN US Equity,CHD US Equity,AMT US Equity,FRT US Equity,DD US Equity,D US Equity,ROK US Equity,CHRW US Equity,APA US Equity,CTSH US Equity,WST US Equity,EQT US Equity,MCO US Equity,CSGP US Equity,STLD US Equity,SYY US Equity,LH US Equity,UNH US Equity,CCI US Equity,EBAY US Equity,RVTY US Equity,HRL US Equity,DGX US Equity,CPT US Equity,NUE US Equity,LNT US Equity,UDR US Equity,OXY US Equity,DECK US Equity,IP US Equity,SO US Equity,SRE US Equity,IFF US Equity,VLO US Equity,NVDA US Equity,AEE US Equity,EMN US Equity,GS US Equity,MAR US Equity,SBAC US Equity,RSG US Equity,BLK US Equity,KMX US Equity,TDY US Equity,WRB US Equity,ROL US Equity
1998-12-31,0.024337881591409104,,,,,,,,,0.013478683951332704,,0.01453922227688631,,,0.02578814104269191,0.018306347758605998,,0.011200373000340956,,,,,,,,0.014941551879930574,,,,,,,,,,,,,,,,0.007658358610594757,0.007477571362989618,,0.010836157493541776,0.010406059225764682,,,,,0.011384497402857045,,,,,,,,,,,,,0.016669777970571592,,,,,,,,0.005585437454202984,,,,0.01236949247742799,,0.014043380465949822,,,,,,0.014157640171648618,,,,,0.008037764652304113,,,,,0.03434813543241072,,,0.012836021879777944,,,,,,0.009119497856474675,0.01346255810000159,,,,,,,,,0.011695537341330917,,0.00954491003920917,,,,,,0.008252085365053488,,,,0.006871843250219666,,,0.01549467200550906,,,,,,,,,0.016911035566685474,0.012676222780380548,,,,,,,0.01260680769729406,,0.008823714144655456,0.011257073279089976,0.021748497611133906,,,,,0.016807151389954585,,,,,,,,,,,0.015973977818725546,,0.007382247699731137,0.008140262603802182,,,,,,0.010222703346549912,,0.0089408110401727,,,,,,,0.016155581566400474,,,0.011204658603431498,,,,,0.02400246661145002,,,,,,,,,,,,0.016062973937932202,,,,,,0.015120516792377347,0.006843862127194405,0.03296462727256713,0.01281031968024476,,,,0.01094487500588505,,,,,,,,0.019771993809081043,,,,,0.007984532322102058,,0.015028097845428924,,0.01769690878749055,,,,,0.03172721333132968,0.03116771974337181,,0.007486390101699548,0.004400108757449269,,0.025824300931329907,0.03783602796053301,0.007487332691021492,0.004716816345798796,,0.012452648701342722,,0.014800025709511874,0.010178009578958336,0.010887757293938179,0.011518253148897472,,0.022703734259672544,,,0.016333414556339746,,0.012912621553988195,,0.010944218026807269,0.00569788790921144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,0.014661533412791245,,,,,,,,,0.008553900834917848,,0.016956495751773677,,,,,,0.027496923012630875,,,,,,,,,,,,,,,0.013906755633542612,,,,,,,,,,0.005987667612934565,,0.010479269106419845,0.005686308358535048,,,,,,,,,,,,0.005188663464353312,,0.004494028302846904,,,,,,,0.011223730339371081,,,,,0.007763113163779992,,,,0.011477061676415044,,0.013994706200307681,,0.009807546896286731,,,,0.006392939091468596,,,,,,,,,0.021433879623199797,0.012559696726565244,,,,0.009485895143270993,,,,,0.011441496114855383,0.007404110481963158,,,,,0.011667777356682181,0.007454461040452503,,,0.013581492351356585,,0.008555436364661974,,,,,,0.003894014959575728,,,,0.005879962396525732,,,0.012947543059122811,,,,,,,,,0.014610790162904551,,,,,,,,0.012626336849692336,,0.011104826302951398,0.010080019345896678,0.013897923834911223,,,,,0.008801674682534072,,,,,,,,,,,,,0.004848708366771253,0.003464357443779432,,,,,,0.008432769795776689,,,,,,,,0.009843823524223133,,,,0.0109366114688903,,,,,0.011685002858276623,,,,,,,,,,,,0.012456737353331155,,0.00873910197410234,0.008511068507612315,,,0.007798964149656447,0.004576537267419169,0.015981448935451455,0.009711127375270377,,,,,,,,,,,,0.014321669706806945,,,,0.011005795558643982,0.00589055987229373,,0.010708751558036519,,,,,,,0.017430234455173572,0.018563756461550403,,0.007368125278628292,,,0.03886301546586192,,,0.004365482730258322,0.019755032237338148,,,0.008340166527682253,,,0.012808768705624541,0.008499181210418167,0.015220764268724082,0.007903088796851745,,,,0.00648902180325105,,,0.005698545193331061,0.01085412102312779,0.008561007044954397,,0.0043251376234670295,0.01411408375895003,0.010564581481017918,0.010510550866282458,0.009501330946580941,0.0070459551001411614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-31,0.0214790705585766,,,,,,,,,0.008501194745061346,,0.012320220259774596,,,,0.01687977866808041,,0.020434445691439762,,,,,,,,,,,,,,,0.009619163248956852,,,,,,,,,0.007765474955460634,0.005368874449520242,,0.008849870425321418,,,,,,,,,,,,0.007600883342131061,,,0.008961290956140145,,0.015734727985791123,0.02427205544020594,,,,,,,,,0.004557106527376347,,,0.00540099567976738,0.012390002793761842,,0.007506848344829843,,,,,,0.009372328472796098,0.010345785250306862,,,,,0.012346423448770962,,,0.030742335267211165,,,,,,,0.006026615636582263,,,0.010653005206322293,0.007856130974110868,,,0.010933764573528067,,0.009922768518446862,0.012034079833862857,,,0.011064397751468964,,0.008277608709780584,,,,,,,,,,,,,,0.011051943708464705,,,,,,,,0.013014228680096522,0.009653691669400458,,,,,,,0.02025138494532071,,0.011271220198228293,0.014114715898054492,0.010638166858568603,0.010226299454524482,,,,,,,,,,,,,,0.023773237149900726,0.013365723485760045,,0.005224829606753236,0.004114701026756947,,,,,,,,,,,,,,0.009539704187034263,,,,0.014701844134850681,,,,0.01148171023099909,0.01127959907482367,,,,,,,,,0.011178963225160337,,,,,,,,,0.005382963622125403,,0.021168513739577913,0.00855736455661842,,,,0.007627345234503939,,,,,,,,0.014490038192316377,0.01659542219501924,0.005018902535286513,,0.011344692625153153,0.0064333514779796866,,0.008694883486888653,,,,,,,,0.025430646873476338,,0.009342326907433706,,,0.02327256507038906,,,0.004457272848299214,0.03262825670088053,,,,,,0.013852449350983375,0.014843144591005391,0.018501940085529724,0.009927536223978186,,,,,,,,0.009717992906654092,0.0068560047622968166,,0.004256335893333087,0.01037193594217406,,,0.009319826604238315,,0.022660868219888594,0.012082119185619428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,0.02294602603746799,,,,,,,,,0.00819701501217267,0.012950276100629297,0.009182250152884446,,,,,,0.03330790505811475,,,,0.01685232901136605,,,,0.01628434252650767,,,,,,,0.010656907551923864,,,,,,,,,,0.0076406780438560955,,,,,0.008649763933331956,,,,,,,,,0.007077724544679552,,,0.004320522520587581,,0.01899539974631056,0.01795685997973102,,,,,,,,,0.004098846476659509,,,0.0054110663205280745,0.009863078407967843,,0.013836000996597398,,,,,,0.011914019147259279,,,,,,,0.009403678797604285,,0.018767053825447893,,,,,,,0.006810775939085176,,,0.016488721420363107,,,,0.009220360209121209,,,0.013408151129196792,,,0.01826887514371829,,0.00800480919739349,,0.01058201098195798,,,,,,,,,0.022446009535043658,,,,,,,,,,,,0.0056411288805626,,,,,,,0.027508309829194715,,0.0076730633918395625,,0.015941974438246603,,,,,,,,0.011728052541425076,,,,,,,0.013232064768091184,,,0.003936472417102701,,,,,,,,,,,,,,,0.00881532905939113,,,0.007096384285892127,0.012441620674258419,,0.015535087507132304,,,0.015669338428262847,,,,,,,,,0.019763842558219773,,,0.008633914713477507,,,,,,0.0066327420137042735,,,0.012430679818810424,,,,,,,,,,0.011062263036826453,,,0.011550207180723021,0.004979882012683764,,0.01097576190701517,0.005593063201610565,,0.010045319416847272,,,,,0.011158521525291822,,,0.02430952700398456,,0.005497159627555577,,,,0.014680638833056219,,0.003389630006306663,0.038594700624871865,,,,,,,0.01253134726318608,0.01703419740492757,0.008169974209678754,,,,,,0.013465703030558187,,0.00802831342960805,0.0057907575480229435,,0.0033657067345533843,0.01367833601618348,,,0.01630095562776594,,,0.014918760291339542,0.022585022057458028,0.013455340049707328,0.009906858188353433,0.0077630582289981275,0.005384544572057066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,,0.01544414353503714,0.02298705809045069,0.025564790541241483,,,,,0.027062828321997558,0.021683968627233798,,0.018534204901817557,0.01961753877828227,,,,,0.015676070125174333,0.013139283834322387,0.01575735146549717,,,,0.005489699256713556,0.0214751384902424,0.012035984017891754,0.008002721386800605,,0.01669517708686425,0.012886887426605079,,0.011896875661682151,0.01175964876022845,0.016213882864411867,0.015848885403661618,,0.010608677607309668,,0.009963547803162642,0.010192468874084511,0.011246280124130639,0.012613271930199869,,,0.008948005126013065,0.0054517503378000666,0.005517887821099423,0.007026034322407695,,,0.00860630403810611,0.009613373759981468,,0.008471419244618065,0.009119076804489189,,0.005749940652488802,,,,0.026146590357650344,0.018856563969160835,0.020210403665928016,0.0177530847600206,,,0.014796148706997483,,0.021085415967178035,0.012823488604744766,,,0.01085825039944788,,0.004637330348607647,,,,,0.016890351369913126,0.010378928559163166,0.013342013749662679,0.015533004665668825,,0.01138012882005777,,0.0063114638625672796,0.006604541668867347,0.00957391555808865,0.03305494584171205,0.023339395308272424,0.023179456070319657,0.0197281218435832,0.01629832907725827,0.015900323153943244,0.013042160040717218,0.012521327212607423,0.009834589844649052,0.006760334949026109,0.005760346556585885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-28,,0.03094442107687639,,0.01749465729066898,,,0.011828945855172945,,0.03568125123915359,0.018560037304217594,,,0.023579385387876677,,,,0.027249559571110176,,0.013077897688394053,,,,0.025668636882531765,0.007555668756779972,0.01690979412066685,0.02369849529509875,0.010025288185884306,,0.014446780233277588,,,0.014536605369949922,0.014230072185924217,,0.017941785950539992,0.010203468204395341,0.012877591218241651,,,,,0.01007886310299585,,0.010246532403640353,0.013225505264239141,,0.006870000847700694,0.004082461473719374,,0.012487057381397411,0.009379414707770877,0.007718628860966223,,0.006619363814522628,0.006876647656425863,,0.009050698034357221,,,0.007293410588238514,,,0.02028970353805852,0.02097666489272249,,,0.01924490443846058,,,0.014288211932479809,,,0.015560817666225276,0.007119962726221793,0.0077647421018785506,,,0.035521901520453335,,,,0.010453360634282226,,,0.01022035456082914,,0.008948334055320499,0.010174329244501448,0.008877300357653262,0.01290089834808804,,0.031099084783088142,0.03225150154345528,,0.02187607790379649,,0.03343171216295559,,,0.010183500324916278,0.028872523251137087,,,0.02599927531462769,,,0.015378611903761065,0.015211942697059206,,0.006982169878451376,0.00997690204079614,0.036461254279023934,0.017987086760918508,0.017076487035035483,0.015570547462086274,0.014581727596291878,0.014279183092689841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-31,,0.01311839228193638,,,,,0.007765659253030791,,0.01570283279190756,,,0.014448643001401437,0.01494042530720118,,,0.019407995016042342,0.02224654317454679,,0.010080572522545858,0.013476752302097453,,0.02848466405738511,0.021899292694230712,0.009776044415031302,0.01345364944301796,,,0.014716673511285507,0.008210872791317774,0.011948782299629453,,0.0098875042948206,0.01803370977793615,,0.017383537503991596,,0.007830331616877028,,,,0.01026307321000948,0.01000286530262028,,,0.0073713665653153,,0.0041112200526921645,,,,0.005537665084846066,0.0034542335017202675,,,0.004812900763241845,,0.003780450677513459,,,,0.021177839897174165,,0.017425327458986475,,,,,,,,,,,0.006388952112934454,,,,,0.016963864366013527,,0.008231334813283524,0.007990337632552339,0.012761358969729155,,0.006946917445479689,,0.004480716797353249,0.005815791546205974,0.007078428778156213,0.01156284409864556,,0.014951851417279798,0.01779164243394705,,0.018467972141191582,0.014325721484721773,0.014743051593120273,0.011838957102924343,,,,,,0.024827755390872543,,,,0.009762171921579504,,0.005859598614471235,0.011316858735556493,0.023338981178403995,0.009574747697850099,0.011925112434303302,,,0.007001399924472367,0.020144161596278146,0.018072931450278943,0.016538700327780112,0.011008620989453757,0.010792652596890568,0.009571689461280966,0.00814633096497852,0.0031227702808488997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-30,,0.008184709095988297,,,0.02025752796739317,,,,0.021807043586395947,0.01144723102152975,,0.018755440111796695,0.01591856641571352,,,,0.004676591487830355,,0.014387510527753063,0.015669420966081978,,0.01589508813624358,0.014592286175785018,0.004524159182607032,0.013943523704661247,,,,,0.012585869155832716,,0.00853620802259653,0.012795387414747863,,0.014903927260488729,,,,,,,0.008038458214894966,,,0.00904341638108488,,0.006456105884946451,,,0.00974806432807576,0.007697686439885363,0.004431119405411873,,,0.011427878678559916,,0.004332608037154843,,,,0.028216011123871676,,0.015685531637101662,,,,,,0.01479922174997713,,,,,0.005198793669971781,,,,0.016829705462078747,0.017276432394677528,,,0.01609956011974805,0.006851756070679781,,0.006660403800344573,,,0.005865049645215236,0.004927625075564544,0.014386437133226722,,0.017189576562145165,,,0.008814657668703362,0.011141545789149932,0.013569534921800123,0.013889116914300562,,0.0067545492231451025,0.027348163289358948,,,0.010705814428826867,0.0118829100616902,,,0.011546327600529956,,,0.010383782825609898,0.023559334279117505,0.012464414402152799,0.013304546866395725,,,0.008097088732355356,,0.021563363177813,0.01817737295445952,0.007817378340477339,,,0.012510959202857537,,0.031169561998931106,0.019474675990758663,0.01347523603538607,0.013258975828262643,0.008280943316271702,0.007807981018702608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-31,,0.016366477542616224,,,,,,,0.029157234671323574,,,,,,,0.022241884138938874,,,,,,0.016008326292400125,0.008469743545560876,,,,0.010402135124562728,,,,,0.009511580282977859,,,,,,0.0077104629040360044,,,,0.01332505987776734,0.008342379446409262,,,,,,,,0.009762310741375613,,,0.005420994039774946,,,0.006507399478704766,,,,,,0.027908249223253582,,,,,0.01698133282786241,,,,,0.012298803589556331,0.006153546039133523,,0.015107301458480384,,,,,,,,0.012182755310095831,,,0.007276998591898626,,0.0073636990806604805,,,0.014349818688380223,,,,0.011551021203263541,,,0.006008729629875203,0.011158450743571056,,,,,,,,,,0.006122663872799489,,0.018550085512748966,,,,,0.023015932544034095,,,,0.009071107018593035,,0.007927144646746504,,,,,,,,,,,,,,,0.007211729393802245,,0.007895188673053931,,0.010848812366925033,,,,,,,0.006006051183485134,0.008703668297435418,,,,,0.013863460786932043,,,,,,,,,,,,0.005970306805533413,,,,,,,,,0.006767524033996248,,,0.01982449234487605,,,,,,,,,,,,,,,,,0.020850575637058225,,,0.013985116497238192,,,0.027133728382610148,0.021231483892938916,0.013172803082693575,0.013100529145586669,,,,,0.008240903221039078,,,,,,,,,,,,,,,,,,0.012335003888358845,,0.004791868747530007,0.012061762714912308,,0.021026182283415726,,0.020229839742364333,,,0.02935429530125519,,,,,,,,,,,,,,,,,,0.018933488406502174,,0.014924531879988934,0.015970030592555588,,,,,,,0.006617803384994311,0.007028326697194425,0.006546874348316327,0.01744392564767232,,,,0.012353345454524002,,,0.02467445115339958,,0.010962994371220208,0.009848779131715954,,,,,,,0.01900589379237192,0.009853686583681954,,0.007110887597828844,0.004512724330361966,0.010727242712358509,,0.008252170431670218,,,,,,,,,,,0.014432384472060123,0.0052778102872005905,,,0.012874793940310804,0.013874537678031451,0.008432598790323358,,,,,,
2000-08-31,,0.01603318347634338,0.024267088722638937,,,,,,0.029134389925675044,,0.013512770286609653,,,,,,,,,,,0.0184092297206749,0.01781779589656718,,,,0.014991226133159166,,,0.0165598628499361,,0.008681641561957366,,,,,,0.00932193084395159,,,,0.010450301087557774,0.013006276679430061,,,,,,,0.01340505203280967,0.00807746203520651,,,0.00732125886263323,,0.011079164082142982,0.00939544431055696,,,,,,0.03180041167053829,,,,,,,,0.009541359960701153,,,0.0037811500607318692,,0.01335696915911737,,,,,,,0.015580147942371872,0.015464752759560496,,,0.005887390003797396,,0.012163129021592079,,,0.016290667050638998,,,,0.015417250997688422,,,0.006984204525508797,0.010867521951308455,,,,0.010552909124514506,,,,,,0.004255966602805658,,0.025588678185883198,,,,,0.013675597470824408,,,,0.014102159496613993,,0.01811412103576352,,,,,,,,,,,0.014794852045322984,,,,0.01174232770004112,,0.009785801385102101,,0.011066453798537556,,,,,,,,0.013563131009815557,,,,,0.02148179276106332,,,,,,,,,,,,0.0075031763039199876,0.007198042098166789,,,,,,,,0.007264198013556891,,,0.020678463223043324,,,,,,,,,,,,,,,,,,,,0.015473257200452352,,,,0.018541385527968298,0.013481990891427162,0.012411367804669341,,,,,,,,,,,,,,,,,,,,,,,0.00850989458433293,0.007517017252069365,0.004483384212760683,0.009831756888332599,,0.017967874775143437,,,,,0.03179485879980385,,,,,,,,,,,,,,,,,,0.02205896864079058,,,0.01746406191700182,,,,,,,0.005289369940286981,,0.010083480618062069,0.023294709672080506,,,,0.008615611786739159,,,,,0.011776595289079641,,0.007261960594599622,,0.025848757795293786,,,,0.018141779415782083,0.016959449074952684,,0.009825628257316832,,,,0.00891469715060628,,,,,,,,,,,,0.00696913494714539,,0.011159659321200622,0.009271166675727461,0.011260055500038817,0.01731438005546648,0.008511041544488533,,,,,
2000-09-29,,0.013518047625762832,,,,,,0.019611192915642478,0.03463410342087822,,0.011430136390540805,,0.010551548620817447,,,,,,,,,0.015747379239462005,,,0.013621399443881264,,0.012582160967284048,,,0.012239608797110196,0.013102401304875225,0.010096393680422958,,,,,,,,0.009872748025443408,,0.010558146856107169,0.004659097801618057,,,,,,,0.015279925531271984,0.012457288460957588,,,0.005579286041099698,,0.005842914395817659,0.006753543558197563,,,,,,0.02378236761368531,,,,,,,,0.012412543993098834,,,0.005534408843966663,,0.01416305660613257,,,,,,,0.013341504307914125,0.017898851052033617,,,0.005534919156882827,,0.012836314517930913,,,0.020470013571067352,0.010154397748764105,,,,,,0.005773531635712159,0.013418696586135287,,,,,,,,,,0.005737821132106022,,0.01221230134189052,,,,,,,,,0.009328130305371177,,0.014860880627928624,,,,,,,,,,,0.016761793196468876,,,,,,0.007058695553967216,,0.008343132865348416,,,0.016892748941998666,,,,0.007584678001377748,0.010990050690176516,,,,,0.013993824778157186,,,,,,,0.012401011901620915,,,,,0.0048869975527421365,,,,,,,,,0.004446735939594614,,,0.011755613905396624,,,,,,,,,,,,,,,,,,,,,,,,0.0182087150772506,0.011693050057414783,0.009978672929387847,,,,,,,,,,,,,,,,,,,,,,,,,0.004108808345334263,,,0.020010373455947993,,,,,0.014969002956312198,,,,,,,,,,,,,,,,,,0.012879904882176675,,,0.008627599611906768,,,,,,,0.005577004620790171,,0.007848053018219815,0.017586362984479117,,0.012776407344424251,,0.008019183444445823,,,,,0.01569870084202072,,0.005067505575573159,,0.013178213760151564,,,,0.030681008372746926,0.008086872418533002,,0.006488770329166435,,,,0.006206670303008608,,,,,,0.005590759610865122,,,,,0.01247957715207133,0.007496987702416269,,,0.009992901825784765,,0.0099350109529625,0.011089232568837738,0.009685334472712666,0.006210439477139279,,,
2000-10-31,,0.013045809510389774,0.013900163587871765,,,,,0.01264046678214794,,,,,,,,0.012818943511798244,0.01324999978790685,,,0.011504688317433657,,0.009346620252866523,,,0.011503769073531405,,0.011799565886262227,,,,0.009510968867147489,0.007573556444456879,,,,,,,,,0.008766573607922648,0.008261974560280062,,,,,,,,0.0074498117470953645,0.011537559842190606,,,0.004040556218464015,,0.005939669131480924,,,0.005117120921952153,0.003958081601271524,,,0.03510679620617259,,,,,,,,0.007978317610720275,,,0.00447683816744713,,,,,0.015879794348276844,,,,0.01356280890312985,0.011733026562833784,,,0.0050349101470751455,,0.005018416371935983,,,0.009847693476751336,0.011862228266083843,,,0.008589732772445525,,,0.003708254336817655,0.011229809827741456,,,,,,,,,,0.004056815358111736,0.010431835996799102,0.01607758644984941,,,,,,,,,0.0065187879510388465,,0.008430212059763069,0.009505742770991569,0.010457679876691963,,,,,,,,0.012311937641938123,0.012777186845980868,,,,0.00526829111113015,,0.00404210638632873,,0.01184849050563776,,,0.01624016275967462,,,,0.005652146203688759,,,,,,0.011044895175003733,,,,,,,0.01098072776705921,,,,,0.004703336325756841,,,,,,,,,0.00442911675356795,,,0.01373167029668055,,,,,,,,,,,,,,,,,,,,0.006601815894014257,,,,,0.011431754739191924,,,,,,,,,,,,,,,,0.0124565273794106,,,,,,,,,,,,,0.01430456600769069,,0.014430313272751842,,,,,,,,,,,,,,,,,,,,,0.010421209352035164,,,0.012251656106462576,,,,,,,0.005955080155163839,,0.004170772137057459,,,,,0.005622975942726177,,,,,0.006434030637860401,,,,0.017328957560704503,,0.008049484080773267,,0.02108764169434358,0.006451849454628632,,0.0055150532846853775,,,,0.0046260330214529894,,,,,,0.009084324044994497,,,,,0.013591619114878635,0.0054264499702276715,,,,,0.005724820361332833,,0.008829047602863795,0.007385468009842595,,,
2000-11-30,,0.009471779150310809,,,0.022519383192233778,,,0.008065358885314722,0.03185994931865747,,,,,,,0.0057474488561903465,0.007934830198787364,,,0.00943626856460255,,0.011518479102532262,,,0.012180719014398956,,0.008674239556156012,,,,0.009256478564365433,0.007714757549324808,,,,,,,,0.008616500155230458,,0.008465796392358796,,,,,,,,0.00798109072896639,0.005714055210153143,,,0.0032152817399005405,,,0.0035585034991044997,,0.0037904239073893726,0.0031979627626735232,,,0.025206244749215734,,,0.013351097318365417,,,,,0.008320593701045815,,,,,0.012759095827622387,,,0.008120432501036704,,,,0.00786225354218599,0.008201373291818068,,,0.0025139708934742533,,0.006230091906148119,,,,0.011328080205820655,,,0.00984758403068939,,,0.0029108786373651177,0.006965215865899423,,,,0.009998332255003453,,,,,,,0.012527626721316878,0.013993056941401391,0.011173317450941607,,,,,,,,0.0028223510866244605,,0.006953276492443584,0.007097298436032808,0.005533939718470483,,,,,,,,0.011081647655533513,,,,,,,0.003857743338926305,,0.01049406565231162,,,0.01684633731903748,,,,0.005297659594740466,,,,,,0.0055837856200988585,,,,,,,0.013067520669362677,,,,,0.0026403573863564185,,,,,,,,,,,,0.009290468090528333,,,,,,,,,,,,,,,,,,0.00818696124573937,,0.01024756659446283,,,,,0.004266552100999431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010597513477703288,,,,,,,,0.004180626832860429,,,,,0.03370601924603994,,,,,,,,0.011322724128823137,,,0.010257287689786879,,,,,,,0.004840845640579444,,,,,,,0.005281000419318199,,,,,0.011583921730669671,0.007025870507468234,,,0.015257216874301852,,,,0.011429799692902275,0.006164155003714095,,,,0.005280289187082337,,0.004154846395315033,,,,,,0.006043761594695167,,,,,0.006935011482789345,0.0028450011890702766,,0.011906794323532867,,,0.004256341460158154,,0.00824458411184871,,0.006096338051313907,,
