date,ticker,px_last,volume
2010-08-23,GLD,119.77999877929688,4857800
2010-08-24,GLD,120.36000061035156,14811400
2010-08-25,GLD,121.36000061035156,13987100
2010-08-26,GLD,120.95999908447266,8886600
2010-08-27,GLD,121.01000213623047,11155400
2010-08-30,GLD,120.91000366210938,4390900
2010-08-31,GLD,122.08000183105469,12249700
2010-09-01,GLD,121.69000244140625,11873500
2010-09-02,GLD,122.29000091552734,7002100
2010-09-03,GLD,121.86000061035156,9074500
2010-09-07,GLD,122.69999694824219,8777500
2010-09-08,GLD,122.70999908447266,9788900
2010-09-09,GLD,121.55999755859375,13745000
2010-09-10,GLD,121.7300033569336,12510000
2010-09-13,GLD,121.62000274658203,9693300
2010-09-14,GLD,124.0199966430664,26588900
2010-09-15,GLD,123.94000244140625,11689100
2010-09-16,GLD,124.62999725341797,12672800
2010-09-17,GLD,124.54000091552734,13819200
2010-09-20,GLD,124.87000274658203,8475800
2010-09-21,GLD,126.01000213623047,20408400
2010-09-22,GLD,126.19999694824219,11046900
2010-09-23,GLD,126.30000305175781,9325200
2010-09-24,GLD,126.69000244140625,14945000
2010-09-27,GLD,126.72000122070312,6679700
2010-09-28,GLD,127.8499984741211,19857200
2010-09-29,GLD,127.94999694824219,12328900
2010-09-30,GLD,127.91000366210938,19213400
2010-10-01,GLD,128.91000366210938,17211900
2010-10-04,GLD,128.4600067138672,8368000
2010-10-05,GLD,130.99000549316406,17489600
2010-10-06,GLD,131.80999755859375,16142200
2010-10-07,GLD,130.3699951171875,38676800
2010-10-08,GLD,131.66000366210938,18693300
2010-10-11,GLD,132.2899932861328,10621300
2010-10-12,GLD,131.9600067138672,13289200
2010-10-13,GLD,134.07000732421875,18398500
2010-10-14,GLD,134.75,26890500
2010-10-15,GLD,133.67999267578125,26168600
2010-10-18,GLD,134.27999877929688,12289500
2010-10-19,GLD,130.11000061035156,25327200
2010-10-20,GLD,131.32000732421875,12556600
2010-10-21,GLD,129.47000122070312,21804200
2010-10-22,GLD,129.72999572753906,11885300
2010-10-25,GLD,130.85000610351562,12154900
2010-10-26,GLD,130.8800048828125,10710900
2010-10-27,GLD,129.52000427246094,16132100
2010-10-28,GLD,131.24000549316406,15889600
2010-10-29,GLD,132.6199951171875,14334900
2010-11-01,GLD,131.9199981689453,12403600
2010-11-02,GLD,132.49000549316406,9396900
2010-11-03,GLD,131.57000732421875,31702100
2010-11-04,GLD,136.02999877929688,23464700
2010-11-05,GLD,136.3800048828125,20342500
2010-11-08,GLD,137.77999877929688,17367400
2010-11-09,GLD,135.58999633789062,39445200
2010-11-10,GLD,137.24000549316406,28484700
2010-11-11,GLD,137.66000366210938,15447500
2010-11-12,GLD,133.69000244140625,35885900
2010-11-15,GLD,132.4199981689453,15096800
2010-11-16,GLD,130.97000122070312,32478100
2010-11-17,GLD,130.3800048828125,16432100
2010-11-18,GLD,132.08999633789062,16009400
2010-11-19,GLD,132.1999969482422,14146400
2010-11-22,GLD,133.47999572753906,13093400
2010-11-23,GLD,134.41000366210938,18215200
2010-11-24,GLD,134.17999267578125,8858100
2010-11-26,GLD,133.11000061035156,7822400
2010-11-29,GLD,133.50999450683594,13983800
2010-11-30,GLD,135.4199981689453,17473100
2010-12-01,GLD,135.3800048828125,16831100
2010-12-02,GLD,135.1999969482422,17583800
2010-12-03,GLD,138.07000732421875,16517200
2010-12-06,GLD,139.11000061035156,15640800
2010-12-07,GLD,136.5,26490400
2010-12-08,GLD,134.7899932861328,23483300
2010-12-09,GLD,135.3699951171875,14157600
2010-12-10,GLD,135.41000366210938,11937900
2010-12-13,GLD,136.0500030517578,13352400
2010-12-14,GLD,136.17999267578125,17430800
2010-12-15,GLD,134.6999969482422,15089500
2010-12-16,GLD,133.80999755859375,23463000
2010-12-17,GLD,134.1999969482422,17213000
2010-12-20,GLD,135.11000061035156,13142300
2010-12-21,GLD,135.32000732421875,10235600
2010-12-22,GLD,135.0500030517578,7300600
2010-12-23,GLD,134.66000366210938,8700800
2010-12-27,GLD,135.02000427246094,3436400
2010-12-28,GLD,137.22000122070312,10111800
2010-12-29,GLD,137.7100067138672,8442300
2010-12-30,GLD,137.02999877929688,5749400
2010-12-31,GLD,138.72000122070312,9219800
2011-01-03,GLD,138.0,11510200
2011-01-04,GLD,134.75,26154300
2011-01-05,GLD,134.3699951171875,16700900
2011-01-06,GLD,133.8300018310547,15965300
2011-01-07,GLD,133.5800018310547,16761400
2011-01-10,GLD,134.1199951171875,8429900
2011-01-11,GLD,134.91000366210938,10268400
2011-01-12,GLD,135.4600067138672,10785100
2011-01-13,GLD,134.0500030517578,14294600
2011-01-14,GLD,132.69000244140625,21224900
2011-01-18,GLD,133.42999267578125,11592900
2011-01-19,GLD,133.72000122070312,11788100
2011-01-20,GLD,131.1999969482422,24362900
2011-01-21,GLD,131.02999877929688,19488400
2011-01-24,GLD,130.36000061035156,15127200
2011-01-25,GLD,130.10000610351562,22219700
2011-01-26,GLD,131.16000366210938,20543000
2011-01-27,GLD,127.93000030517578,33047000
2011-01-28,GLD,130.27999877929688,28091500
2011-01-31,GLD,129.8699951171875,14664100
2011-02-01,GLD,130.8000030517578,15363700
2011-02-02,GLD,130.4499969482422,10082000
2011-02-03,GLD,132.1999969482422,17374700
2011-02-04,GLD,131.66000366210938,15214300
2011-02-07,GLD,131.67999267578125,7176300
2011-02-08,GLD,133.13999938964844,16220900
2011-02-09,GLD,133.07000732421875,10178400
2011-02-10,GLD,132.85000610351562,8105200
2011-02-11,GLD,132.32000732421875,9888600
2011-02-14,GLD,132.9499969482422,8694200
2011-02-15,GLD,133.97000122070312,10111200
2011-02-16,GLD,134.10000610351562,12822800
2011-02-17,GLD,135.0399932861328,11322200
2011-02-18,GLD,135.41000366210938,15890100
2011-02-22,GLD,136.2899932861328,16676100
2011-02-23,GLD,137.50999450683594,15685700
2011-02-24,GLD,136.47999572753906,18781700
2011-02-25,GLD,137.3800048828125,10351400
2011-02-28,GLD,137.66000366210938,8847000
2011-03-01,GLD,140.02999877929688,17438100
2011-03-02,GLD,139.9199981689453,15719800
2011-03-03,GLD,138.08999633789062,16485000
2011-03-04,GLD,139.35000610351562,17454600
2011-03-07,GLD,139.72000122070312,14068900
2011-03-08,GLD,139.36000061035156,10730500
2011-03-09,GLD,139.41000366210938,8736400
2011-03-10,GLD,137.77000427246094,15559100
2011-03-11,GLD,138.22000122070312,10416900
2011-03-14,GLD,138.86000061035156,10239300
2011-03-15,GLD,136.27000427246094,23465100
2011-03-16,GLD,136.24000549316406,13392500
2011-03-17,GLD,136.97000122070312,9117400
2011-03-18,GLD,138.3699951171875,18602000
2011-03-21,GLD,139.13999938964844,13742500
2011-03-22,GLD,139.0500030517578,9553700
2011-03-23,GLD,140.33999633789062,11541000
2011-03-24,GLD,139.22000122070312,17016600
2011-03-25,GLD,139.25999450683594,13191100
2011-03-28,GLD,138.5399932861328,7656000
2011-03-29,GLD,138.2100067138672,6345200
2011-03-30,GLD,138.6699981689453,10749400
2011-03-31,GLD,139.86000061035156,15227300
2011-04-01,GLD,139.1999969482422,15738300
2011-04-04,GLD,139.83999633789062,9685100
2011-04-05,GLD,142.0500030517578,18295300
2011-04-06,GLD,142.3800048828125,10710300
2011-04-07,GLD,142.50999450683594,9486800
2011-04-08,GLD,143.66000366210938,13128200
2011-04-11,GLD,142.63999938964844,10105600
2011-04-12,GLD,141.61000061035156,14948100
2011-04-13,GLD,141.89999389648438,13884200
2011-04-14,GLD,143.80999755859375,14174100
2011-04-15,GLD,145.0500030517578,19121600
2011-04-18,GLD,145.92999267578125,17340100
2011-04-19,GLD,145.92999267578125,10950100
2011-04-20,GLD,146.5,13716800
2011-04-21,GLD,146.74000549316406,10109400
2011-04-25,GLD,146.8699951171875,15596400
2011-04-26,GLD,146.3800048828125,16200000
2011-04-27,GLD,149.1999969482422,21945900
2011-04-28,GLD,149.82000732421875,20754000
2011-04-29,GLD,152.3699951171875,27600000
2011-05-02,GLD,150.41000366210938,24094100
2011-05-03,GLD,149.8800048828125,24215600
2011-05-04,GLD,147.72999572753906,35107000
2011-05-05,GLD,143.47000122070312,51284000
2011-05-06,GLD,145.3000030517578,24182200
2011-05-09,GLD,147.3800048828125,13854800
2011-05-10,GLD,147.89999389648438,11285200
2011-05-11,GLD,146.5399932861328,21378300
2011-05-12,GLD,146.58999633789062,18730400
2011-05-13,GLD,145.6300048828125,17268700
2011-05-16,GLD,145.3699951171875,10066800
2011-05-17,GLD,144.74000549316406,17192100
2011-05-18,GLD,145.60000610351562,10502900
2011-05-19,GLD,145.64999389648438,8098100
2011-05-20,GLD,147.49000549316406,23187900
2011-05-23,GLD,147.8300018310547,15937600
2011-05-24,GLD,148.58999633789062,14948000
2011-05-25,GLD,148.5800018310547,10973800
2011-05-26,GLD,148.22000122070312,9785500
2011-05-27,GLD,149.6999969482422,10186200
2011-05-31,GLD,149.63999938964844,10499300
2011-06-01,GLD,149.91000366210938,18365400
2011-06-02,GLD,149.5,13552700
2011-06-03,GLD,150.22000122070312,12606400
2011-06-06,GLD,150.47999572753906,11472600
2011-06-07,GLD,150.4199981689453,10140500
2011-06-08,GLD,149.80999755859375,9612500
2011-06-09,GLD,150.55999755859375,7643200
2011-06-10,GLD,149.24000549316406,12344900
2011-06-13,GLD,147.77000427246094,12989300
2011-06-14,GLD,148.6699981689453,10938500
2011-06-15,GLD,149.1199951171875,14550700
2011-06-16,GLD,148.97000122070312,11035000
2011-06-17,GLD,149.94000244140625,19205100
2011-06-20,GLD,150.02999877929688,10463400
2011-06-21,GLD,150.75999450683594,12439200
2011-06-22,GLD,150.99000549316406,14109700
2011-06-23,GLD,148.33999633789062,24869600
2011-06-24,GLD,146.25999450683594,19301400
2011-06-27,GLD,145.72999572753906,11602500
2011-06-28,GLD,146.24000549316406,8813800
2011-06-29,GLD,147.17999267578125,12624600
2011-06-30,GLD,146.0,12657100
2011-07-01,GLD,144.92999267578125,16366500
2011-07-05,GLD,147.6300048828125,11278200
2011-07-06,GLD,148.91000366210938,14502500
2011-07-07,GLD,149.14999389648438,9520900
2011-07-08,GLD,150.25,13662300
2011-07-11,GLD,151.58999633789062,20447200
2011-07-12,GLD,152.77000427246094,24033700
2011-07-13,GLD,154.13999938964844,26351000
2011-07-14,GLD,154.5399932861328,17613600
2011-07-15,GLD,155.1999969482422,18448400
2011-07-18,GLD,156.57000732421875,17133400
2011-07-19,GLD,154.66000366210938,22871500
2011-07-20,GLD,156.02000427246094,14559300
2011-07-21,GLD,154.8300018310547,18422800
2011-07-22,GLD,156.1199951171875,11378700
2011-07-25,GLD,157.33999633789062,13036200
2011-07-26,GLD,157.77000427246094,11735500
2011-07-27,GLD,157.19000244140625,18296600
2011-07-28,GLD,157.32000732421875,11369100
2011-07-29,GLD,158.2899932861328,17122800
2011-08-01,GLD,157.72000122070312,14825700
2011-08-02,GLD,161.52000427246094,24284500
2011-08-03,GLD,161.49000549316406,27823700
2011-08-04,GLD,160.63999938964844,40380300
2011-08-05,GLD,161.75,24554700
2011-08-08,GLD,167.1199951171875,43002400
2011-08-09,GLD,168.61000061035156,55765800
2011-08-10,GLD,174.5800018310547,44797200
2011-08-11,GLD,170.75,49888300
2011-08-12,GLD,169.97000122070312,29220000
2011-08-15,GLD,171.8000030517578,17798000
2011-08-16,GLD,173.9199981689453,19658000
2011-08-17,GLD,174.4199981689453,16482000
2011-08-18,GLD,177.72000122070312,25512800
2011-08-19,GLD,179.9499969482422,34398100
2011-08-22,GLD,184.58999633789062,27482600
2011-08-23,GLD,177.6699981689453,55265400
2011-08-24,GLD,171.64999389648438,70700300
2011-08-25,GLD,172.36000061035156,43273700
2011-08-26,GLD,177.47000122070312,38673000
2011-08-29,GLD,173.88999938964844,25265500
2011-08-30,GLD,179.10000610351562,23441000
2011-08-31,GLD,177.72000122070312,16054400
2011-09-01,GLD,177.8699951171875,13895500
2011-09-02,GLD,183.24000549316406,19911200
2011-09-06,GLD,182.89999389648438,30254500
2011-09-07,GLD,177.0800018310547,30760000
2011-09-08,GLD,181.80999755859375,20741300
2011-09-09,GLD,180.6999969482422,25429600
2011-09-12,GLD,176.6699981689453,21812800
2011-09-13,GLD,178.5399932861328,17246400
2011-09-14,GLD,177.2100067138672,18122800
2011-09-15,GLD,174.39999389648438,20897000
2011-09-16,GLD,176.02999877929688,20693700
2011-09-19,GLD,173.30999755859375,18301100
2011-09-20,GLD,175.77999877929688,12667600
2011-09-21,GLD,173.58999633789062,16431300
2011-09-22,GLD,169.0500030517578,32476300
2011-09-23,GLD,159.8000030517578,52981400
2011-09-26,GLD,157.5800018310547,42373800
2011-09-27,GLD,160.6300048828125,25124200
2011-09-28,GLD,156.22000122070312,21776000
2011-09-29,GLD,157.6999969482422,17340800
2011-09-30,GLD,158.05999755859375,16770300
2011-10-03,GLD,160.9600067138672,14200400
2011-10-04,GLD,157.63999938964844,24000000
2011-10-05,GLD,159.4600067138672,15132300
2011-10-06,GLD,160.49000549316406,12389500
2011-10-07,GLD,159.17999267578125,12977400
2011-10-10,GLD,163.27000427246094,8984500
2011-10-11,GLD,162.10000610351562,8256900
2011-10-12,GLD,163.25999450683594,10867900
2011-10-13,GLD,162.3000030517578,8327900
2011-10-14,GLD,163.39999389648438,9737900
2011-10-17,GLD,162.6199951171875,8765700
2011-10-18,GLD,161.83999633789062,15390800
2011-10-19,GLD,159.8699951171875,8528700
2011-10-20,GLD,157.77000427246094,17367500
2011-10-21,GLD,159.52000427246094,13334500
2011-10-24,GLD,161.02000427246094,10199800
2011-10-25,GLD,165.58999633789062,22130800
2011-10-26,GLD,167.39999389648438,17116300
2011-10-27,GLD,169.5500030517578,15876900
2011-10-28,GLD,169.6199951171875,9362900
2011-10-31,GLD,167.33999633789062,8437200
2011-11-01,GLD,167.3800048828125,15335400
2011-11-02,GLD,169.05999755859375,14530500
2011-11-03,GLD,171.72000122070312,17610400
2011-11-04,GLD,170.85000610351562,11060400
2011-11-07,GLD,174.97999572753906,20131900
2011-11-08,GLD,173.52999877929688,16054200
2011-11-09,GLD,172.07000732421875,12313900
2011-11-10,GLD,171.13999938964844,11848700
2011-11-11,GLD,173.9600067138672,8727100
2011-11-14,GLD,173.1999969482422,5886400
2011-11-15,GLD,173.36000061035156,9167900
2011-11-16,GLD,171.50999450683594,15093300
2011-11-17,GLD,167.10000610351562,28468900
2011-11-18,GLD,167.6199951171875,14172900
2011-11-21,GLD,163.5,22030700
2011-11-22,GLD,165.30999755859375,12094400
2011-11-23,GLD,164.8300018310547,11483300
2011-11-25,GLD,163.39999389648438,6098000
2011-11-28,GLD,166.6300048828125,12004000
2011-11-29,GLD,166.8800048828125,9198900
2011-11-30,GLD,170.1300048828125,11821600
2011-12-01,GLD,169.6300048828125,11610300
2011-12-02,GLD,169.82000732421875,8433200
2011-12-05,GLD,167.32000732421875,10246700
2011-12-06,GLD,168.17999267578125,10381900
2011-12-07,GLD,169.39999389648438,10361300
2011-12-08,GLD,165.97999572753906,11734500
2011-12-09,GLD,166.39999389648438,8354000
2011-12-12,GLD,161.99000549316406,15339400
2011-12-13,GLD,158.4499969482422,25040400
2011-12-14,GLD,152.88999938964844,42334400
2011-12-15,GLD,152.3300018310547,21521900
2011-12-16,GLD,155.22999572753906,18124300
2011-12-19,GLD,154.8699951171875,12547200
2011-12-20,GLD,156.97999572753906,9136300
2011-12-21,GLD,157.16000366210938,11996100
2011-12-22,GLD,156.0399932861328,9888400
2011-12-23,GLD,156.30999755859375,3565100
2011-12-27,GLD,154.91000366210938,4918600
2011-12-28,GLD,151.02999877929688,16436100
2011-12-29,GLD,150.33999633789062,19812200
2011-12-30,GLD,151.99000549316406,10852700
2012-01-03,GLD,155.9199981689453,13385800
2012-01-04,GLD,156.7100067138672,11549700
2012-01-05,GLD,157.77999877929688,11621600
2012-01-06,GLD,157.1999969482422,9790500
2012-01-09,GLD,156.5,8771900
2012-01-10,GLD,158.63999938964844,8371400
2012-01-11,GLD,159.6699981689453,7968500
2012-01-12,GLD,160.3800048828125,8602500
2012-01-13,GLD,159.25999450683594,8910300
2012-01-17,GLD,160.5,8313300
2012-01-18,GLD,161.60000610351562,9341200
2012-01-19,GLD,161.22000122070312,8114200
2012-01-20,GLD,162.07000732421875,11616700
2012-01-23,GLD,163.16000366210938,8832100
2012-01-24,GLD,162.00999450683594,7502100
2012-01-25,GLD,166.4199981689453,28957700
2012-01-26,GLD,167.27000427246094,19143800
2012-01-27,GLD,168.97000122070312,13030100
2012-01-30,GLD,168.02999877929688,8438000
2012-01-31,GLD,169.30999755859375,11192500
2012-02-01,GLD,169.55999755859375,7734200
2012-02-02,GLD,171.0500030517578,11509600
2012-02-03,GLD,167.63999938964844,23355300
2012-02-06,GLD,167.17999267578125,8807400
2012-02-07,GLD,169.6999969482422,11614300
2012-02-08,GLD,168.5,10655500
2012-02-09,GLD,168.02000427246094,16085200
2012-02-10,GLD,167.13999938964844,10326800
2012-02-13,GLD,167.50999450683594,7088900
2012-02-14,GLD,167.1199951171875,7862500
2012-02-15,GLD,168.11000061035156,11638500
2012-02-16,GLD,168.0,10734000
2012-02-17,GLD,167.35000610351562,7286900
2012-02-21,GLD,171.02000427246094,13611200
2012-02-22,GLD,172.94000244140625,16676500
2012-02-23,GLD,173.02000427246094,11654200
2012-02-24,GLD,172.22999572753906,9293700
2012-02-27,GLD,171.6999969482422,7340900
2012-02-28,GLD,173.49000549316406,12413000
2012-02-29,GLD,164.2899932861328,44149000
2012-03-01,GLD,166.61000061035156,19200700
2012-03-02,GLD,166.33999633789062,9298100
2012-03-05,GLD,165.64999389648438,12071400
2012-03-06,GLD,162.6999969482422,15533200
2012-03-07,GLD,163.6300048828125,9553300
2012-03-08,GLD,165.27999877929688,8858200
2012-03-09,GLD,166.3800048828125,13698200
2012-03-12,GLD,165.07000732421875,6523800
2012-03-13,GLD,162.3000030517578,20047000
2012-03-14,GLD,159.57000732421875,28822100
2012-03-15,GLD,161.0800018310547,12689300
2012-03-16,GLD,161.3000030517578,12549200
2012-03-19,GLD,161.58999633789062,9920800
2012-03-20,GLD,160.1300048828125,11643700
2012-03-21,GLD,160.2100067138672,6672700
2012-03-22,GLD,159.57000732421875,11107700
2012-03-23,GLD,161.52999877929688,10689000
2012-03-26,GLD,164.39999389648438,13226700
2012-03-27,GLD,163.24000549316406,10908700
2012-03-28,GLD,161.50999450683594,11008200
2012-03-29,GLD,161.27999877929688,11026900
2012-03-30,GLD,162.1199951171875,7534000
2012-04-02,GLD,162.94000244140625,7541700
2012-04-03,GLD,159.88999938964844,16822300
2012-04-04,GLD,157.2100067138672,15975600
2012-04-05,GLD,158.30999755859375,8967700
2012-04-09,GLD,159.3699951171875,8245800
2012-04-10,GLD,161.10000610351562,14288500
2012-04-11,GLD,161.07000732421875,10005400
2012-04-12,GLD,162.6999969482422,9229900
2012-04-13,GLD,160.85000610351562,10041000
2012-04-16,GLD,160.4600067138672,6670500
2012-04-17,GLD,160.25,7587100
2012-04-18,GLD,159.30999755859375,7463000
2012-04-19,GLD,159.42999267578125,9914400
2012-04-20,GLD,159.5399932861328,9148800
2012-04-23,GLD,159.07000732421875,8876800
2012-04-24,GLD,159.3000030517578,5200600
2012-04-25,GLD,159.6199951171875,15093700
2012-04-26,GLD,161.02999877929688,10918700
2012-04-27,GLD,161.3800048828125,8906600
2012-04-30,GLD,161.8800048828125,8007300
2012-05-01,GLD,161.32000732421875,7414800
2012-05-02,GLD,160.58999633789062,5632300
2012-05-03,GLD,158.97000122070312,13172000
2012-05-04,GLD,159.47000122070312,11389600
2012-05-07,GLD,159.0800018310547,4927800
2012-05-08,GLD,156.0,17852300
2012-05-09,GLD,154.47000122070312,13864000
2012-05-10,GLD,154.77000427246094,7460100
2012-05-11,GLD,153.55999755859375,8285600
2012-05-14,GLD,151.3300018310547,13388200
2012-05-15,GLD,149.74000549316406,13354500
2012-05-16,GLD,149.4600067138672,16750700
2012-05-17,GLD,152.8000030517578,18080700
2012-05-18,GLD,154.5500030517578,12994200
2012-05-21,GLD,154.64999389648438,7542400
2012-05-22,GLD,152.0800018310547,11302700
2012-05-23,GLD,151.6199951171875,18854500
2012-05-24,GLD,151.41000366210938,9697100
2012-05-25,GLD,152.67999267578125,6212900
2012-05-29,GLD,151.02000427246094,11243100
2012-05-30,GLD,151.91000366210938,16764800
2012-05-31,GLD,151.6199951171875,10114300
2012-06-01,GLD,157.5,27399400
2012-06-04,GLD,157.32000732421875,11462100
2012-06-05,GLD,157.13999938964844,8095300
