date,n_long,n_short,vol_factor,dd_factor,total_exposure,turnover,cost_bps
2010-01-29,82,82,1.0,1.0,0.49999999999999994,1.0,10.0
2010-02-26,81,81,2.0,1.0,0.9999999999999999,1.670346825161435,16.70346825161435
2010-03-31,81,81,1.761134078000698,1.0,0.8805670390003493,1.2670476192098414,12.670476192098414
2010-04-30,82,82,1.361542970019349,1.0,0.6807714850096745,1.2637318644710485,12.637318644710485
2010-06-30,81,81,1.3084307166132383,1.0,0.6542153583066193,1.253302722623698,12.533027226236978
2010-07-30,81,81,1.243792689338077,1.0,0.6218963446690384,0.9123556522098228,9.123556522098228
2010-08-31,82,82,1.2792519586259077,1.0,0.639625979312954,0.8801129892984865,8.801129892984864
2010-09-30,81,81,1.3867963729625863,1.0,0.6933981864812931,1.028394455129187,10.28394455129187
2010-10-29,81,81,1.7153276245516718,1.0,0.857663812275836,1.3085336320615202,13.085336320615204
2010-11-30,82,82,2.0,1.0,0.9999999999999999,1.5015592901303974,15.015592901303974
2010-12-31,82,82,2.0,1.0,1.0,1.455138231839204,14.551382318392042
2011-01-31,83,83,2.0,1.0,1.0,1.307670269478964,13.07670269478964
2011-02-28,83,83,1.7794189565508347,1.0,0.8897094782754174,1.2094521563758511,12.094521563758512
2011-03-31,83,83,1.630237493430887,1.0,0.8151187467154435,1.2734307220605972,12.734307220605972
2011-04-29,83,83,1.546105088968461,1.0,0.7730525444842306,1.1876503764373636,11.876503764373636
2011-05-31,83,83,1.5048058573569423,1.0,0.7524029286784713,1.172049983333379,11.72049983333379
2011-06-30,83,83,1.45483275676209,1.0,0.7274163783810449,0.9929512581413256,9.929512581413256
2011-07-29,83,83,1.5208873631585,1.0,0.76044368157925,0.9308449382500743,9.308449382500743
2011-08-31,84,84,1.3146188670951264,1.0,0.6573094335475631,1.0364579386170127,10.364579386170128
2011-09-30,84,84,1.2993242615253693,1.0,0.6496621307626845,1.0382968986576013,10.382968986576014
2011-10-31,84,84,1.2715601699090187,1.0,0.6357800849545094,1.0945214461261523,10.945214461261523
2011-11-30,84,84,1.1754375827519925,1.0,0.5877187913759964,0.7556910700856474,7.556910700856474
2011-12-30,84,84,1.1675747234502762,1.0,0.583787361725138,0.6495655776534608,6.495655776534608
2012-01-31,84,84,1.1466208032874767,1.0,0.5733104016437383,0.7369501297604195,7.369501297604195
2012-02-29,85,85,1.3305408586029281,0.75,0.49895282197609814,0.891077933831788,8.91077933831788
2012-03-30,84,84,1.386541500686124,1.0,0.6932707503430621,0.8801111334453096,8.801111334453095
2012-04-30,85,85,1.4138681949955092,1.0,0.7069340974977547,0.8258262907713794,8.258262907713794
2012-05-31,86,86,1.539048070703135,1.0,0.7695240353515674,1.0925994463282092,10.925994463282091
2012-06-29,86,86,1.6708594082112183,1.0,0.8354297041056089,1.1835585082798032,11.835585082798033
2012-07-31,86,86,1.6739058724942892,1.0,0.8369529362471447,1.2286264260875464,12.286264260875463
2012-08-31,85,85,1.5913478680077546,1.0,0.7956739340038772,1.428710431719733,14.28710431719733
2012-09-28,85,85,1.5777905043915867,1.0,0.7888952521957935,1.310532285520405,13.105322855204049
2012-10-31,85,85,1.6661993471219034,1.0,0.8330996735609518,1.449806493637051,14.498064936370511
2012-11-30,86,86,1.7036838463906123,1.0,0.8518419231953063,1.3825831441695038,13.825831441695037
2012-12-31,86,86,1.8008522951464516,1.0,0.9004261475732257,1.2838662030157721,12.838662030157723
2013-01-31,87,87,2.0,1.0,1.0,1.6377209568094733,16.377209568094734
2013-02-28,87,87,2.0,1.0,1.0,1.4677939780153055,14.677939780153055
2013-04-30,86,86,2.0,1.0,1.0,1.9183512135537129,19.18351213553713
2013-05-31,87,87,2.0,1.0,0.9999999999999999,1.5428784031571336,15.428784031571336
2013-06-28,87,87,2.0,1.0,0.9999999999999998,1.6468585343681277,16.468585343681276
2013-07-31,87,87,2.0,1.0,0.9999999999999999,1.5547157062672468,15.547157062672468
2013-08-30,87,87,1.8419393052262265,1.0,0.9209696526131134,1.1346145737250835,11.346145737250835
2013-09-30,88,88,1.6965463969558208,1.0,0.8482731984779105,1.111694818504763,11.11694818504763
2013-10-31,88,88,1.592544282462931,1.0,0.7962721412314655,1.1046959366234286,11.046959366234285
2013-11-29,88,88,1.5235540918538175,1.0,0.7617770459269089,1.0955877670729408,10.955877670729409
2013-12-31,88,88,1.5847656422685859,1.0,0.7923828211342929,0.9708491296161796,9.708491296161796
2014-01-31,89,89,1.5797431731715268,1.0,0.7898715865857634,0.8934294153446248,8.934294153446249
2014-02-28,89,89,1.6362506909104197,1.0,0.8181253454552099,0.8848666051770258,8.848666051770257
2014-03-31,89,89,1.567863455424181,1.0,0.7839317277120906,1.0874761417355852,10.874761417355852
2014-04-30,89,89,1.27460474167106,1.0,0.6373023708355302,0.9519588059788346,9.519588059788347
2014-05-30,89,89,1.3229412395766549,1.0,0.6614706197883274,1.0366214767847688,10.366214767847687
2014-06-30,90,90,1.3483794023926365,1.0,0.6741897011963183,0.9463613556188719,9.46361355618872
2014-07-31,90,90,1.3977995030784318,1.0,0.6988997515392159,0.8295193193060106,8.295193193060108
2014-08-29,90,90,1.4541031466613248,1.0,0.7270515733306624,0.9130431141352573,9.130431141352574
2014-09-30,90,90,1.6356721415687356,1.0,0.8178360707843678,1.0562745541801262,10.562745541801261
2014-10-31,90,90,2.0,1.0,1.0,1.5113104166223241,15.113104166223241
2014-11-28,90,90,2.0,1.0,1.0,1.712526451886105,17.125264518861048
