date,ticker,px_last,tri_gross,volume
1997-01-02,AAPL US Equity,0.1576,0.1896,143113600.0
1997-01-02,ABT US Equity,6.0072,11.7782,3295400.0
1997-01-02,ACGL US Equity,1.9678,2.0694,329400.0
1997-01-02,ADBE US Equity,4.791,4.939,7461072.0
1997-01-02,ADI US Equity,7.6079,12.375,1717329.0
1997-01-02,ADM US Equity,9.2787,17.5414,1264157.0
1997-01-02,ADP US Equity,9.5495,17.1461,832200.0
1997-01-02,ADSK US Equity,6.732,7.2274,3356800.0
1997-01-02,AEP US Equity,11.3854,46.6293,493400.0
1997-01-02,AES US Equity,7.4209,11.3438,918400.0
1997-01-02,AFL US Equity,3.1383,5.4883,2947200.0
1997-01-02,AIG US Equity,302.5909,430.2718,162570.0
1997-01-02,AJG US Equity,3.2103,7.9827,71600.0
1997-01-02,ALB US Equity,6.0429,9.8124,158600.0
1997-01-02,ALL US Equity,14.6603,29.8179,1692400.0
1997-01-02,AMAT US Equity,3.1981,4.4063,17532000.0
1997-01-02,AMD US Equity,13.5625,13.5662,3406400.0
1997-01-02,AMGN US Equity,9.367,13.656,6791200.0
1997-01-02,AON US Equity,17.5536,29.1576,340425.0
1997-01-02,AOS US Equity,1.9714,3.4823,261000.0
1997-01-02,APA US Equity,13.8222,15.886,870177.0
1997-01-02,APD US Equity,16.4016,32.7026,249400.0
1997-01-02,ATO US Equity,8.0713,25.8546,11400.0
1997-01-02,AVB US Equity,10.893,38.889,130293.0
1997-01-02,AVY US Equity,17.6929,36.4653,346700.0
1997-01-02,AXP US Equity,10.959,16.6151,4510800.0
1997-01-02,AZO US Equity,25.75,25.75,3609200.0
1997-01-02,BA US Equity,32.313,53.516,2786800.0
1997-01-02,BAC US Equity,11.629,25.9355,4902800.0
1997-01-02,BALL US Equity,1.1914,1.6856,1462400.0
1997-01-02,BAX US Equity,6.1952,11.1713,1314200.0
1997-01-02,BBY US Equity,0.6604,1.1806,3709800.0
1997-01-02,BDX US Equity,13.735,21.685,824600.0
