date,ticker,px_last,tri_gross,volume
1995-01-03,AAPL US Equity,0.2848,0.3426,103868800.0
1995-01-03,ABT US Equity,3.7389,7.3284,1909400.0
1995-01-03,ADBE US Equity,3.63,3.742,6232571.0
1995-01-03,ADI US Equity,3.4197,5.5625,1394397.0
1995-01-03,ADM US Equity,7.6119,14.3913,1588757.0
1995-01-03,ADP US Equity,6.4194,11.5245,942800.0
1995-01-03,ADSK US Equity,8.7046,9.3438,2260800.0
1995-01-03,AEP US Equity,8.0239,32.875,137600.0
1995-01-03,AES US Equity,3.0665,4.6875,383600.0
1995-01-03,AFL US Equity,1.5249,2.6667,2770800.0
1995-01-03,AIG US Equity,182.9415,260.1248,108970.0
1995-01-03,AJG US Equity,3.1662,7.875,24800.0
1995-01-03,ALB US Equity,4.2725,6.9375,161600.0
1995-01-03,ALL US Equity,5.9609,12.125,503400.0
1995-01-03,AMAT US Equity,1.8259,2.5156,18468800.0
1995-01-03,AMD US Equity,12.4965,12.5,1197400.0
1995-01-03,AMGN US Equity,4.994,7.281,7510400.0
1995-01-03,AON US Equity,8.5604,14.2222,177075.0
1995-01-03,AOS US Equity,1.5413,2.7222,266400.0
1995-01-03,APA US Equity,9.5987,10.8225,972048.0
1995-01-03,APD US Equity,10.4297,20.8013,681200.0
1995-01-03,ATO US Equity,5.2637,16.875,5600.0
1995-01-03,AVB US Equity,5.411,19.341,18510.0
1995-01-03,AVY US Equity,8.4606,17.4375,109800.0
1995-01-03,AXP US Equity,5.6282,8.5346,4115100.0
1995-01-03,AZO US Equity,23.75,23.75,267500.0
1995-01-03,BA US Equity,14.114,23.375,1223200.0
1995-01-03,BAC US Equity,5.1285,11.4375,1515600.0
1995-01-03,BALL US Equity,1.4248,2.0156,2025600.0
1995-01-03,BAX US Equity,3.7663,6.7939,1656000.0
1995-01-03,BBY US Equity,1.9423,3.4722,3071700.0
1995-01-03,BDX US Equity,7.449,11.76,406400.0
1995-01-03,BEN US Equity,1.9005,3.9444,2271600.0
1995-01-03,BF/B US Equity,1.7027,3.36,260625.0
1995-01-03,BIIB US Equity,0.365,0.365,319800.0
1995-01-03,BK US Equity,3.7959,7.8175,1870951.0
1995-01-03,BKR US Equity,7.4484,18.0,189300.0
1995-01-03,BMY US Equity,4.8413,14.0387,2157200.0
