date,ticker,px_last,tri_gross,volume
2020-01-02,A US Equity,82.7114,92.8897,1392522.0
2020-01-02,AAPL US Equity,72.5386,87.2914,135647456.0
2020-01-02,ABBV US Equity,70.3269,117.5279,5162752.0
2020-01-02,ABT US Equity,78.5559,154.0554,4398598.0
2020-01-02,ACGL US Equity,41.269,43.4,1377071.0
2020-01-02,ACN US Equity,192.5154,274.7541,2221991.0
2020-01-02,ADBE US Equity,334.43,344.697,1990496.0
2020-01-02,ADI US Equity,108.5112,175.7389,1151468.0
2020-01-02,ADM US Equity,39.1267,73.8846,2995993.0
2020-01-02,ADP US Equity,150.8531,270.6202,1364626.0
2020-01-02,ADSK US Equity,187.83,201.6883,1515128.0
2020-01-02,AEE US Equity,64.4905,232.6204,1446270.0
2020-01-02,AEP US Equity,75.9524,311.357,1627113.0
2020-01-02,AES US Equity,16.3149,24.9152,2987561.0
2020-01-02,AFL US Equity,46.4496,81.1897,3115356.0
2020-01-02,AIG US Equity,44.5181,63.2814,2806703.0
2020-01-02,AIZ US Equity,119.3482,174.6764,317430.0
2020-01-02,AJG US Equity,89.2817,221.727,724494.0
2020-01-02,AKAM US Equity,87.64,87.64,1079893.0
2020-01-02,ALB US Equity,67.5013,109.6336,1620838.0
2020-01-02,ALGN US Equity,283.68,283.68,766209.0
2020-01-02,ALL US Equity,98.1024,199.2311,1212402.0
2020-01-02,ALLE US Equity,115.7225,131.5688,491480.0
2020-01-02,AMAT US Equity,58.888,81.1412,6289207.0
2020-01-02,AMCR US Equity,8.1635,10.8787,10029735.0
2020-01-02,AMD US Equity,49.1,49.1135,80764599.0
2020-01-02,AME US Equity,96.9756,118.5641,1050142.0
2020-01-02,AMGN US Equity,201.031,292.93,1901323.0
2020-01-02,AMP US Equity,153.144,227.653,775406.0
2020-01-02,AMT US Equity,197.246,264.712,1425971.0
2020-01-02,AMZN US Equity,94.901,94.901,80718200.0
2020-01-02,ANET US Equity,12.795,12.795,9995024.0
2020-01-02,AON US Equity,199.3064,330.7091,830135.0
2020-01-02,AOS US Equity,42.9949,75.8254,1034018.0
2020-01-02,APA US Equity,22.4924,33.0663,3265529.0
2020-01-02,APD US Equity,202.6085,403.8211,1311297.0
2020-01-02,APH US Equity,25.8566,29.7053,4686124.0
2020-01-02,APO US Equity,40.6085,103.188,1376396.0
2020-01-02,APTV US Equity,96.0657,105.5784,1655326.0
2020-01-02,ARE US Equity,130.4684,375.5245,1094942.0
2020-01-02,ATO US Equity,95.6832,306.3375,888555.0
2020-01-02,AVB US Equity,171.221,609.38,817428.0
2020-01-02,AVGO US Equity,27.789,38.823,19664110.0
2020-01-02,AVY US Equity,117.3342,242.3483,699306.0
2020-01-02,AWK US Equity,107.9901,164.7382,1563793.0
2020-01-02,AXON US Equity,76.56,76.56,847439.0
2020-01-02,AXP US Equity,116.9342,177.0834,2707979.0
2020-01-02,AZO US Equity,1189.74,1189.74,212177.0
2020-01-02,BA US Equity,331.349,549.763,4548221.0
2020-01-02,BAC US Equity,30.9204,68.6957,37643855.0
2020-01-02,BALL US Equity,59.7967,84.557,2073539.0
2020-01-02,BAX US Equity,76.3408,137.6543,2957832.0
2020-01-02,BBY US Equity,69.5855,124.5732,2447454.0
2020-01-02,BDX US Equity,243.194,383.719,1598406.0
2020-01-02,BEN US Equity,19.6058,40.7022,3627261.0
2020-01-02,BF/B US Equity,60.7581,119.6085,1094047.0
