date,ticker,px_last,tri_gross,volume
2007-01-03,A US Equity,21.8354,24.5275,2575800.0
2007-01-03,AAPL US Equity,2.5157,3.027,1245732992.0
2007-01-03,ABT US Equity,15.2716,29.9661,5380900.0
2007-01-03,ACGL US Equity,7.1275,7.4956,1679967.0
2007-01-03,ACN US Equity,26.0221,37.2199,3079900.0
2007-01-03,ADBE US Equity,39.92,41.146,7143272.0
2007-01-03,ADI US Equity,20.908,34.0043,3073800.0
2007-01-03,ADM US Equity,19.9902,37.7851,7380900.0
2007-01-03,ADP US Equity,24.1377,43.3552,2626800.0
2007-01-03,ADSK US Equity,40.56,43.5526,3883688.0
2007-01-03,AEE US Equity,25.4483,91.8611,689900.0
2007-01-03,AEP US Equity,20.48,83.7164,1673500.0
2007-01-03,AES US Equity,14.3528,21.94,2746400.0
2007-01-03,AFL US Equity,14.7465,25.7839,5411200.0
2007-01-03,AIG US Equity,892.3346,1268.6849,508410.0
2007-01-03,AIZ US Equity,39.1646,57.1881,869700.0
2007-01-03,AJG US Equity,17.0577,42.3404,795900.0
2007-01-03,AKAM US Equity,52.07,52.07,6305592.0
2007-01-03,ALB US Equity,27.4103,44.5065,1000800.0
2007-01-03,ALGN US Equity,13.35,13.35,1208836.0
2007-01-03,ALL US Equity,41.2194,83.8711,2695100.0
2007-01-03,AMAT US Equity,13.5797,18.7061,36391211.0
2007-01-03,AMD US Equity,19.52,19.5253,28356300.0
2007-01-03,AME US Equity,12.5142,15.3021,1741500.0
2007-01-03,AMGN US Equity,46.918,68.401,12941647.0
2007-01-03,AMP US Equity,37.566,55.918,1858900.0
2007-01-03,AMT US Equity,28.303,38.0,5521000.0
2007-01-03,AMZN US Equity,1.935,1.935,248825640.0
2007-01-03,AON US Equity,28.7567,47.7296,1792800.0
2007-01-03,AOS US Equity,4.5673,8.0678,3225000.0
2007-01-03,APA US Equity,57.2509,70.3897,5669900.0
2007-01-03,APD US Equity,42.107,83.8929,1912400.0
2007-01-03,APH US Equity,3.4857,4.0044,21392000.0
2007-01-03,ARE US Equity,54.1819,156.0948,172100.0
2007-01-03,ATO US Equity,17.7289,56.784,484100.0
2007-01-03,AVB US Equity,65.987,234.795,530168.0
2007-01-03,AVY US Equity,43.1319,88.8781,639100.0
2007-01-03,AXON US Equity,7.9,7.9,2181241.0
2007-01-03,AXP US Equity,45.3811,68.7752,6143300.0
2007-01-03,AZO US Equity,118.61,118.61,1421500.0
2007-01-03,BA US Equity,64.406,106.69,4871900.0
2007-01-03,BAC US Equity,36.4241,81.1116,16028300.0
2007-01-03,BALL US Equity,9.2228,13.047,2600000.0
2007-01-03,BAX US Equity,17.5802,31.6981,2432800.0
2007-01-03,BBY US Equity,28.2579,50.5089,6608400.0
2007-01-03,BDX US Equity,50.095,79.07,1491000.0
2007-01-03,BEN US Equity,20.2883,42.1067,3660900.0
2007-01-03,BF/B US Equity,9.203,18.1593,2739375.0
2007-01-03,BG US Equity,47.2732,76.9082,656600.0
2007-01-03,BIIB US Equity,45.438,45.438,3844637.0
2007-01-03,BK US Equity,27.3362,56.2132,5246342.0
2007-01-03,BKNG US Equity,43.345,43.97,1303013.0
2007-01-03,BKR US Equity,35.013,84.6251,5351900.0
2007-01-03,BLDR US Equity,16.1017,16.1017,120469.0
2007-01-03,BLK US Equity,97.992,162.929,243300.0
2007-01-03,BMY US Equity,13.303,38.5622,11310000.0
2007-01-03,BRK/B US Equity,72.86,72.86,1382500.0
2007-01-03,BRO US Equity,11.4371,16.1721,1199600.0
2007-01-03,BSX US Equity,16.91,16.91,13133500.0
2007-01-03,BXP US Equity,53.04,196.261,1244700.0
2007-01-03,C US Equity,372.8964,703.4729,2282110.0
2007-01-03,CAG US Equity,11.1464,31.2726,4400900.0
2007-01-03,CAH US Equity,29.5116,47.165,2220400.0
2007-01-03,CAT US Equity,37.7065,80.8666,6138900.0
2007-01-03,CB US Equity,40.83,74.082,1190600.0
2007-01-03,CBRE US Equity,33.65,33.65,2079600.0
2007-01-03,CCI US Equity,19.7543,31.56,2342300.0
2007-01-03,CCL US Equity,34.9705,60.2605,4325400.0
2007-01-03,CDNS US Equity,18.15,18.15,5251417.0
2007-01-03,CF US Equity,3.6865,5.3244,3847500.0
2007-01-03,CHD US Equity,8.6119,12.8046,2437200.0
2007-01-03,CHRW US Equity,28.7256,47.4008,3418158.0
2007-01-03,CI US Equity,39.9979,53.3264,2210400.0
2007-01-03,CINF US Equity,23.3236,60.479,565719.0
2007-01-03,CL US Equity,21.1833,40.389,3207400.0
2007-01-03,CLX US Equity,36.92,82.616,976000.0
2007-01-03,CMCSA US Equity,9.8714,14.4748,39748260.0
2007-01-03,CME US Equity,53.143,107.888,3981500.0
2007-01-03,CMG US Equity,1.128,1.128,25965000.0
2007-01-03,CMI US Equity,19.381,39.604,3274000.0
2007-01-03,CMS US Equity,9.2462,24.0649,2918400.0
2007-01-03,CNC US Equity,6.1575,6.1575,2918400.0
2007-01-03,CNP US Equity,8.1499,32.4749,5541400.0
2007-01-03,COF US Equity,56.9286,81.1178,3047000.0
2007-01-03,COO US Equity,10.8257,11.1003,3044400.0
2007-01-03,COP US Equity,27.4934,57.8645,21113200.0
2007-01-03,COR US Equity,17.4813,22.5933,5471400.0
2007-01-03,COST US Equity,36.304,54.264,3896011.0
2007-01-03,CPB US Equity,22.0424,51.0635,1852700.0
2007-01-03,CPRT US Equity,1.9081,1.9081,11939936.0
2007-01-03,CPT US Equity,33.5717,162.5065,565000.0
2007-01-03,CRL US Equity,43.24,43.24,406700.0
2007-01-03,CRM US Equity,8.9236,9.0175,4277200.0
2007-01-03,CSCO US Equity,18.1476,27.73,64882632.0
2007-01-03,CSGP US Equity,5.215,5.215,2792420.0
2007-01-03,CSX US Equity,2.7754,4.949,57208500.0
2007-01-03,CTAS US Equity,7.766,10.81,7349240.0
2007-01-03,CTRA US Equity,5.1488,7.8589,6292000.0
2007-01-03,CTSH US Equity,17.31,19.44,9694836.0
2007-01-03,CVS US Equity,20.7327,34.8021,10397300.0
2007-01-03,CVX US Equity,34.3729,105.4369,12720200.0
2007-01-03,D US Equity,19.1728,77.5796,4716000.0
2007-01-03,DD US Equity,33.4435,88.9929,2750631.0
2007-01-03,DE US Equity,32.6707,59.6349,3944400.0
2007-01-03,DECK US Equity,3.2778,3.2778,11330334.0
2007-01-03,DGX US Equity,37.776,52.5914,2677600.0
2007-01-03,DHI US Equity,20.384,28.8008,4627000.0
2007-01-03,DHR US Equity,22.4272,24.5148,4307200.0
2007-01-03,DIS US Equity,27.8586,37.2802,13379700.0
2007-01-03,DLR US Equity,16.6912,38.4748,302500.0
2007-01-03,DLTR US Equity,10.23,10.23,4536513.0
2007-01-03,DOC US Equity,12.2449,84.3159,1221100.0
2007-01-03,DOV US Equity,22.6985,38.7111,989000.0
2007-01-03,DPZ US Equity,13.098,29.207,533600.0
2007-01-03,DRI US Equity,20.4857,38.5066,1546700.0
2007-01-03,DTE US Equity,20.1735,81.0188,1184400.0
2007-01-03,DUK US Equity,24.668,96.3604,4830962.0
2007-01-03,DVA US Equity,27.715,27.715,1406600.0
2007-01-03,DVN US Equity,40.7542,69.1326,6298600.0
2007-01-03,DXCM US Equity,2.47,2.47,1572792.0
2007-01-03,EA US Equity,49.6822,51.05,8245591.0
2007-01-03,EBAY US Equity,11.3406,12.6979,19223627.0
2007-01-03,ECL US Equity,35.8001,52.0841,1095800.0
2007-01-03,ED US Equity,22.2094,96.2081,1444700.0
2007-01-03,EFX US Equity,33.093,44.413,1097900.0
2007-01-03,EG US Equity,65.5437,105.5682,514500.0
2007-01-03,EIX US Equity,23.6055,65.8552,2796100.0
2007-01-03,EL US Equity,16.239,22.3774,1956800.0
2007-01-03,ELV US Equity,62.802,78.19,3356500.0
2007-01-03,EME US Equity,25.9806,28.13,683800.0
2007-01-03,EMN US Equity,17.3144,46.2005,1623000.0
2007-01-03,EMR US Equity,26.0853,58.7318,2829700.0
2007-01-03,EOG US Equity,21.3619,32.1232,11005800.0
2007-01-03,EQIX US Equity,56.356,75.38,507563.0
2007-01-03,EQR US Equity,21.9194,104.6715,2015600.0
2007-01-03,EQT US Equity,18.0438,31.7053,1306700.0
2007-01-03,ERIE US Equity,32.9082,71.5273,243786.0
2007-01-03,ES US Equity,14.9992,42.294,1419900.0
2007-01-03,ESS US Equity,69.0,256.14,203300.0
2007-01-03,ETN US Equity,22.3915,49.4944,2639800.0
2007-01-03,ETR US Equity,21.7032,79.2286,2639800.0
