index,SPX Index_PX_OPEN,SPX Index_PX_HIGH,SPX Index_PX_LOW,SPX Index_PX_LAST,SPX Index_PX_VOLUME,return,momentum_5d,momentum_21d,ma_21d,ma_50d,volatility_21d,rsi_14
11/11/1992,418.61,422.33,418.4,422.2,158759100,0.008551909,0.012203016,0.031517225,417.012381,,0.004842126,64.17259847
11/12/1992,422.2,423.1,421.7,422.87,149039000,0.001586926,0.010828513,0.032977502,417.6552381,,0.004832692,67.08857818
11/13/1992,422.89,422.91,421.04,422.43,126293600,-0.001040509,0.011614541,0.031323242,418.2661905,,0.004861758,59.70660884
11/16/1992,422.44,422.44,420.35,420.68,116833900,-0.004142698,0.004992953,0.021737546,418.692381,416.3012,0.004931384,54.76785336
11/17/1992,420.63,420.97,418.31,419.27,127991900,-0.003351716,0.001552721,0.010337848,418.8966667,416.3978,0.004756985,48.31928288
11/18/1992,419.27,423.49,419.24,422.85,160352300,0.008538651,0.001539555,0.017738519,419.247619,416.5276,0.005070162,53.92017433
11/19/1992,422.86,423.61,422.5,423.61,145278800,0.001797328,0.001749947,0.019101691,419.6257143,416.6008,0.005073406,60.01927294
11/20/1992,423.61,426.98,423.61,426.65,180555400,0.007176412,0.009989821,0.028320077,420.1852381,416.7422,0.00520806,58.22903901
11/23/1992,426.62,426.62,424.95,425.12,137239300,-0.003586078,0.010554341,0.026611929,420.71,416.7392,0.005272306,61.59811934
11/24/1992,425.14,429.31,424.83,427.59,171293800,0.005810124,0.019844015,0.022551177,421.1590476,416.8956,0.005014572,73.62195728
11/25/1992,427.59,429.41,427.58,429.19,145771100,0.003741902,0.014993497,0.025568114,421.6685714,417.081,0.005047462,74.0120062
11/26/1992,,,,,1911000,0,0.013172494,0.021564754,,,0.005014838,76.60698649
11/27/1992,429.17,431.93,429.17,430.16,79659400,0.002260071,0.008226884,0.02209761,,,0.005019826,76.53515045
11/30/1992,430.19,431.53,429.36,431.35,164649300,0.002766412,0.014654686,0.030261775,,,0.004822074,77.6985523
12/1/1992,431.36,431.47,429.2,430.78,182297000,-0.001321433,0.007460418,0.018994678,,,0.004461552,71.47207239
12/2/1992,430.78,430.87,428.61,429.89,164229000,-0.00206602,0.001630979,0.023742618,,,0.004172282,67.4187734
12/3/1992,429.98,430.99,428.8,429.91,157765500,4.65E-05,0.001677579,0.030687349,,,0.003781804,68.95648524
12/4/1992,429.93,432.89,429.74,432.06,152076600,0.005001047,0.004416961,0.03279629,,,0.003848475,78.2460226
12/7/1992,432.06,435.31,432.06,435.31,144316500,0.007522103,0.00918048,0.04245893,,,0.003977997,86.49433326
12/8/1992,435.31,436.99,434.68,436.99,155277800,0.003859319,0.014415711,0.043957094,,,0.003998138,85.14841051
12/9/1992,436.99,436.99,433.98,435.65,158360700,-0.003066432,0.013398776,0.040681286,,,0.004132485,79.18051702
12/10/1992,435.66,435.66,432.65,434.64,166577400,-0.002318375,0.011002303,0.029464709,,,0.003934838,71.50213888
12/11/1992,434.55,434.55,433.34,433.73,123217400,-0.002093687,0.003865204,0.025681652,,,0.00400699,74.05051123
12/14/1992,433.73,435.26,432.83,432.84,126212400,-0.002051968,-0.005674117,0.024643136,,,0.004041399,66.10831789
12/15/1992,432.82,433.66,431.92,432.57,163193200,-0.000623787,-0.010114648,0.028263763,,,0.003879934,61.30630547
12/16/1992,432.58,434.22,430.88,431.52,158026300,-0.002427353,-0.009480087,0.029217449,,,0.003829011,57.32998209
12/17/1992,431.52,435.44,431.46,435.43,174133800,0.009060994,0.001817596,0.029750503,,,0.003879212,63.89171221
12/18/1992,435.46,441.29,435.46,441.28,286818200,0.013434995,0.017407143,0.041712896,,,0.004685633,70.90931002
12/21/1992,441.26,441.26,439.65,440.7,151087600,-0.001314358,0.018159135,0.032930974,,,0.004577947,70.91844965
12/22/1992,440.7,441.64,438.25,440.31,179252000,-0.000884956,0.017893058,0.035731088,,,0.004462806,72.47804059
12/23/1992,440.29,441.11,439.03,439.03,167810500,-0.002907043,0.017403597,0.026754601,,,0.004465104,68.73063711
12/24/1992,439.03,439.81,439.03,439.77,64548200,0.001685534,0.009967159,0.024651087,,,0.004430541,66.78374111
12/28/1992,439.77,439.77,437.26,439.15,94030100,-0.001409828,-0.004826867,0.023206505,434.9080952,,0.004459734,59.48591057
12/29/1992,439.15,442.65,437.6,437.98,139528900,-0.002664238,-0.006171999,0.018179282,435.2804762,,0.004524809,52.63312246
12/30/1992,437.98,439.37,437.12,438.82,117283700,0.001917896,-0.003383979,0.017317723,435.6361905,,0.004510775,58.26412041
12/31/1992,438.88,439.59,435.71,435.71,105945200,-0.007087188,-0.007562126,0.011444357,435.8709524,,0.00481344,52.65820255
1/4/1993,435.7,437.32,434.48,435.38,139963500,-0.000757384,-0.009982491,0.012770709,436.132381,,0.004786232,54.11727138
1/5/1993,435.33,435.4,433.55,434.34,167843100,-0.002388718,-0.010952977,0.010304482,436.3433333,,0.004830003,53.74201617
1/6/1993,434.34,435.17,432.52,434.52,218849300,0.000414422,-0.007899904,0.005693654,436.4604762,,0.00471868,54.83174832
1/7/1993,434.53,435.46,429.76,430.73,231186700,-0.008722268,-0.018435805,-0.010521238,436.242381,,0.004803003,48.51587744
1/8/1993,430.72,430.72,426.88,429.05,191369800,-0.003900355,-0.015285396,-0.018169752,435.8642857,,0.004749649,35.26598285
1/11/1993,429.04,431.04,429.03,430.95,151430800,0.004428388,-0.01017502,-0.010788477,435.6404762,,0.004856123,20.86388938
1/12/1993,430.95,431.39,428.19,431.04,169692300,0.000208841,-0.007597734,-0.008282717,435.4690476,,0.004840231,21.98000838
1/13/1993,431.03,433.44,429.99,433.03,179011900,0.004616741,-0.003429071,-0.001613907,435.4357143,,0.004942208,30.78677243
1/14/1993,433.08,435.96,433.08,435.94,208405400,0.006720089,0.012095744,0.007162,435.5833333,,0.005132928,42.60678836
1/15/1993,435.87,439.49,435.84,437.15,242362400,0.002775611,0.018878919,0.010587882,435.8014286,,0.005154162,43.90986008
1/18/1993,437.13,437.13,435.92,436.84,139194500,-0.000709139,0.013667479,0.012328513,436.0547619,,0.005118646,44.56017355
1/19/1993,436.84,437.7,434.59,435.13,202494300,-0.003914477,0.009488679,-0.000688974,436.0404762,,0.004820188,43.41295105
1/20/1993,435.14,436.23,433.37,433.37,183792500,-0.004044768,0.000785165,-0.017925127,435.6638095,,0.003776468,37.80765586
1/21/1993,433.37,435.75,432.48,435.49,184563200,0.004891894,-0.001032252,-0.011822101,435.4157143,,0.003976213,49.60703298
1/22/1993,435.49,437.81,435.49,436.11,202317400,0.001423684,-0.002379046,-0.009538734,435.2157143,,0.003998591,51.83072273
1/25/1993,436.11,440.53,436.11,440.01,192339100,0.008942698,0.007256661,0.002232194,435.262381,,0.004445461,61.78474682
1/26/1993,440.05,442.66,439.54,439.95,219051740,-0.000136361,0.011077149,0.000409305,435.2709524,,0.004431045,61.34707926
1/27/1993,439.95,440.04,436.82,438.11,187677000,-0.004182293,0.010937536,-0.002368211,435.2214286,,0.004516531,66.81937207
1/28/1993,438.13,439.14,437.3,438.66,178067000,0.001255392,0.007279157,0.001552582,435.2538095,,0.004486291,73.08406935
1/29/1993,438.67,438.93,436.91,438.78,162560400,0.00027356,0.006122309,-9.12E-05,435.2519048,,0.004466981,70.54796161
2/1/1993,438.79,442.52,438.79,442.52,158365100,0.008523634,0.005704416,0.015629662,435.5761905,,0.004526239,75.22046695
2/2/1993,442.52,442.87,440.76,442.56,170817000,9.04E-05,0.005932492,0.016491341,435.9180952,,0.004515905,72.87812194
2/3/1993,442.57,447.35,442.57,447.2,226423500,0.010484454,0.020748214,0.029608141,436.5304762,,0.004918755,74.85488687
2/4/1993,447.24,449.86,447.24,449.56,242471700,0.005277281,0.024848402,0.034612906,437.2466667,,0.004983976,76.01656247
2/5/1993,449.5,449.53,446.95,448.93,237331300,-0.00140137,0.023132321,0.042253848,438.1133333,,0.004450938,75.05706407
2/8/1993,448.94,450.04,447.7,447.85,170294300,-0.00240572,0.012044653,0.043817737,439.0085714,436.5756,0.004363257,77.18036041
2/9/1993,448.04,448.04,444.52,445.33,163858900,-0.005626884,0.006259038,0.03336814,439.6933333,436.879,0.004632974,74.95679865
2/10/1993,445.33,446.37,444.24,446.23,176554600,0.002020973,-0.002169052,0.035240349,440.4166667,437.1766,0.004623133,73.57535066
2/11/1993,446.21,449.36,446.21,447.66,172696200,0.003204625,-0.004226355,0.033785188,441.1133333,437.5142,0.004588125,74.44966935
2/12/1993,447.64,447.7,444.58,444.58,136227200,-0.006880222,-0.009689707,0.019819241,441.5247619,437.808,0.004783992,60.13989597
2/15/1993,,,,,876000,0,-0.007301552,0.016996454,,,0.004769231,60.29874192
2/16/1993,444.53,444.53,433.47,433.91,239571400,-0.02400018,-0.025643905,-0.006707261,,,0.007219724,43.57260504
2/17/1993,433.93,433.97,430.92,433.3,209336700,-0.001405821,-0.028976089,-0.00420564,,,0.007177478,41.72759329
2/18/1993,433.3,437.79,428.25,431.9,221075100,-0.003231018,-0.03520529,-0.003392021,,,0.007157716,39.70534765
2/19/1993,431.93,434.26,431.68,434.22,223094400,0.005371614,-0.023302893,-0.002916255,,,0.007175313,37.04360437
2/22/1993,434.21,436.49,433.53,435.24,51064000,0.00234904,-0.021008592,-0.00199491,,,0.007188061,38.97406722
2/23/1993,435.34,436.84,432.41,434.8,217261600,-0.001010936,0.002051117,-0.01184064,,,0.006885845,28.39189614
2/24/1993,434.76,440.87,434.68,440.87,203634400,0.013960442,0.017470575,0.002091147,,,0.007579759,36.924825
2/25/1993,440.7,442.34,439.67,442.34,200016200,0.003334316,0.024172262,0.009655109,,,0.007543478,40.42818937
2/26/1993,442.34,443.77,440.98,443.38,172681400,0.002351133,0.021095297,0.010760042,,,0.007552858,43.60315953
3/1/1993,443.64,444.18,441.34,442.01,162703400,-0.0030899,0.015554637,0.00736132,,,0.007594275,45.13508263
3/2/1993,442,447.91,441.07,447.9,183835600,0.01332549,0.030128795,0.012157643,,,0.007917255,52.56157309
3/3/1993,447.89,452.49,447.73,449.26,187080200,0.003036392,0.019030553,0.01513919,,,0.007933752,52.46581951
3/4/1993,449.26,449.52,446.72,447.34,158770300,-0.004273695,0.011303522,0.000313059,,,0.007677479,54.15957253
3/5/1993,447.34,449.59,445.56,446.11,176452700,-0.002749586,0.006157247,-0.00767417,,,0.007603316,52.37591933
3/8/1993,446.12,454.71,446.12,454.71,195644600,0.019277757,0.028732382,0.012875058,,,0.008716473,79.9904414
3/9/1993,454.67,455.52,453.68,454.4,190258400,-0.000681753,0.014512168,0.014625433,,,0.008694389,80.73257699
3/10/1993,454.4,456.34,452.7,456.33,181784500,0.004247359,0.01573699,0.024700784,,,0.008600036,85.06709003
3/11/1993,456.35,456.76,453.48,453.72,181528200,-0.005719545,0.014262083,0.016785066,,,0.008727923,77.92972905
3/12/1993,453.7,453.7,447.04,449.83,175139400,-0.00857357,0.008338751,0.004847429,,,0.00894343,69.52187971
3/15/1993,449.83,451.43,449.4,451.43,130856100,0.003556899,-0.007213389,0.015407801,,,0.00881539,71.54835048
3/16/1993,451.43,452.36,451.01,451.37,141967000,-0.000132911,-0.006668134,0.015272842,444.4938095,,0.008816015,66.07820286
3/17/1993,451.36,451.36,447.99,448.31,169232300,-0.006779361,-0.017575001,0.033186606,445.1795238,,0.007014721,58.86602425
3/18/1993,448.36,452.39,448.36,451.89,164455400,0.007985546,-0.004033325,0.0429033,446.0647619,,0.007113572,61.64399941
3/19/1993,451.9,453.32,449.91,450.18,220551000,-0.003784107,0.000778072,0.042324612,446.9352381,,0.007135002,61.13530182
3/22/1993,450.17,450.17,446.08,448.88,170047100,-0.002887734,-0.005648716,0.033761688,447.6333333,,0.007167424,51.71110151
3/23/1993,448.88,449.8,448.3,448.76,158911600,-0.000267332,-0.005782396,0.031063321,448.2771429,,0.007176609,49.4486297
3/24/1993,448.71,450.9,446.1,448.07,192323400,-0.00153757,-0.000535344,0.030519779,448.9090476,,0.00718667,51.43301744
3/25/1993,448.09,451.75,447.93,450.88,177287800,0.006271342,-0.002235057,0.022705106,449.3857143,,0.006696984,57.65313379
3/26/1993,450.91,452.09,447.69,447.78,144911700,-0.006875444,-0.005331201,0.012298232,449.6447619,,0.006893686,37.20231075
3/29/1993,447.76,452.81,447.75,450.77,138385200,0.006677386,0.004210479,0.016667418,449.9966667,,0.007012111,44.0126285
3/30/1993,450.79,452.06,449.63,451.97,156072600,0.002662111,0.007153044,0.022533427,450.4709524,,0.006964305,42.61955589
3/31/1993,451.97,454.88,451.67,451.67,183721800,-0.000663761,0.008034459,0.008417057,450.6504762,,0.006379384,46.29315593
4/1/1993,451.67,452.63,449.6,450.3,163079700,-0.003033188,-0.001286373,0.002314918,450.7,,0.006392328,51.12198477
4/2/1993,450.28,450.28,440.71,441.39,240875600,-0.019786809,-0.014270401,-0.013300845,450.4166667,,0.007691059,34.02771779
4/5/1993,441.42,442.43,440.53,442.29,167305500,0.002039013,-0.018812255,-0.00856291,450.2347619,,0.007695414,35.97915126
4/6/1993,442.29,443.38,439.48,441.16,198688900,-0.002554885,-0.023917517,-0.029799213,449.5895238,,0.006244754,38.24681664
4/7/1993,441.16,442.73,440.5,442.73,212893900,0.0035588,-0.019793212,-0.025682218,449.0338095,,0.006337719,33.87991669
4/8/1993,442.71,443.77,440.02,441.84,195389500,-0.002010255,-0.018787475,-0.031753336,448.3438095,,0.006213754,34.86795358
4/9/1993,,,,,100,0,0.001019507,-0.026183549,,,0.006145307,36.60583806
4/12/1993,441.84,448.37,441.84,448.37,191217100,0.014779106,0.013746637,-0.003245671,,,0.006827776,49.67277056
4/13/1993,448.41,450.4,447.66,449.22,211746300,0.001895756,0.018270015,-0.004895554,,,0.006792427,52.03217956
4/14/1993,449.22,450,448.02,448.66,162859300,-0.001246605,0.013394168,-0.006003944,,,0.006796128,46.63723484
4/15/1993,448.6,449.11,446.39,448.4,184310200,-0.000579503,0.014847003,0.000200754,,,0.006631646,51.41262465
4/16/1993,448.41,449.39,447.67,448.94,231297400,0.001204282,0.016069165,-0.006528137,,,0.006385455,46.66517887
4/19/1993,448.94,449.14,445.85,447.46,190540400,-0.003296654,-0.002029574,-0.006042028,,,0.006373001,41.44312356
4/20/1993,447.46,447.46,441.81,445.1,218766000,-0.005274214,-0.009171453,-0.008420959,,,0.006442924,38.32404912
4/21/1993,445.09,445.77,443.08,443.63,212488500,-0.003302629,-0.011211162,-0.0114315,,,0.006474175,38.15622354
4/22/1993,443.55,445.73,439.46,439.46,240290900,-0.009399725,-0.019937556,-0.019215748,,,0.00675668,45.90594662
4/23/1993,439.49,439.49,436.82,437.03,195618200,-0.005529513,-0.026529158,-0.030717708,,,0.006619618,39.24068588
4/26/1993,437,438.35,432.3,433.54,202630600,-0.007985722,-0.031108926,-0.031801331,,,0.006669251,35.69256795
4/27/1993,433.52,438.02,433.14,438.01,211070600,0.010310467,-0.015929005,-0.028307119,,,0.006934288,42.19090084
4/28/1993,438.03,438.8,436.68,438.02,176821600,2.28E-05,-0.012645673,-0.03086488,,,0.006881777,43.51957953
4/29/1993,438,438.96,435.59,438.89,164161700,0.001986211,-0.001297046,-0.028294994,,,0.006921466,45.19861875
4/30/1993,438.89,442.29,438.89,440.19,162155300,0.002962018,0.007230625,-0.022451699,,,0.006971725,33.42337699
5/3/1993,440.19,442.59,438.25,442.46,142664600,0.005156864,0.020574803,0.00242416,,,0.005613838,37.15018564
5/4/1993,442.58,445.19,442.45,444.05,185730000,0.003593545,0.01378964,0.00397929,,,0.005650396,41.64105193
5/5/1993,443.98,446.09,443.76,444.52,194412200,0.001058439,0.014839505,0.007616284,,,0.005617091,43.04734138
5/6/1993,444.6,444.81,442.9,443.26,171139200,-0.002834518,0.009956937,0.001197118,,,0.005609232,40.00802802
5/7/1993,443.28,443.7,441.69,442.31,152098400,-0.002143212,0.004816102,0.001063733,,,0.005611774,40.75765499
5/10/1993,442.34,445.42,442.05,442.8,164616900,0.00110782,0.000768431,0.002172732,443.0628571,,0.005616332,45.6466131
5/11/1993,442.8,444.57,441.52,444.36,150071600,0.003523035,0.00069812,-0.008943506,442.8719048,,0.004590666,51.58689115
5/12/1993,444.32,445.16,442.87,444.8,162982200,0.000990188,0.000629893,-0.009839277,442.6614286,,0.004572064,62.41602132
5/13/1993,444.75,444.75,439.23,439.23,182366700,-0.012522482,-0.009091729,-0.021018143,442.212381,,0.005276778,54.64922707
5/14/1993,439.21,439.82,438.1,439.56,152468300,0.000751315,-0.006217359,-0.019714541,441.7914286,,0.005290026,64.25825342
5/17/1993,439.56,440.38,437.83,440.37,153126300,0.001842752,-0.005487805,-0.019089411,441.3833333,,0.005304747,56.78451041
5/18/1993,440.39,441.26,437.95,440.32,193540000,-0.000113541,-0.009091727,-0.015956734,441.0433333,,0.005278371,56.60134363
5/19/1993,440.32,447.86,436.86,447.57,254227200,0.016465298,0.006227518,0.005549315,441.1609524,,0.006366791,68.01281409
5/20/1993,447.6,450.59,447.36,450.59,204474200,0.006747548,0.025863443,0.01568875,441.492381,,0.006460835,70.0703724
5/21/1993,450.59,450.59,444.89,445.84,200686800,-0.010541734,0.014287014,0.014517817,441.7961905,,0.006554762,56.16828916
5/24/1993,445.83,448.44,445.26,448,146285500,0.004844787,0.017326339,0.025101252,442.3185714,,0.006451355,57.00577389
5/25/1993,447.97,449.04,447.7,448.85,151869500,0.001897321,0.019372275,0.035313927,443.047619,,0.006098511,57.54956258
5/26/1993,448.82,453.51,448.82,453.44,207925800,0.010226133,0.013115267,0.035227506,443.782381,,0.006092562,65.65119128
5/27/1993,453.47,454.55,451.14,452.41,187281100,-0.002271524,0.004039149,0.032852381,444.467619,,0.006143889,65.53711685
5/28/1993,452.41,452.41,447.67,450.19,138803800,-0.004907053,0.009756863,0.02574677,445.0057143,,0.006301998,60.90353916
6/1/1993,450.23,455.63,450.19,453.83,152354300,0.008085475,0.013013393,0.030986619,445.6552381,,0.00646935,63.07336554
6/2/1993,453.83,454.53,452.68,453.85,162056400,4.41E-05,0.011139579,0.02574244,446.197619,,0.006419842,62.6434303
6/3/1993,453.84,453.85,451.12,452.49,159650500,-0.002996585,-0.002095095,0.019006869,446.5995238,,0.006459511,70.96201597
6/4/1993,452.43,452.43,448.92,450.06,153327000,-0.005370284,-0.005194403,0.012462881,446.8633333,,0.006603201,65.68524834
6/7/1993,450.07,450.75,447.32,447.69,170176200,-0.005265965,-0.005553211,0.009994134,447.0742857,,0.006687412,60.55685138
6/8/1993,447.65,447.65,444.31,444.71,164865800,-0.006656392,-0.020095631,0.005426059,447.1885714,,0.006847047,55.96679502
6/9/1993,444.71,447.39,444.66,445.78,176713100,0.002406062,-0.017781205,0.006729901,447.3304762,,0.006860742,47.39960433
6/10/1993,445.78,446.22,444.09,445.38,164170300,-0.000897304,-0.015713054,0.002295436,447.3790476,,0.006825982,41.41479188
6/11/1993,445.38,448.19,445.38,447.26,172644300,0.004221115,-0.006221393,0.005530576,447.4961905,,0.006882486,52.7956839
6/14/1993,447.23,448.64,447.23,447.71,142720400,0.001006126,4.47E-05,0.019306514,447.9,,0.006225512,49.57440681
6/15/1993,447.73,448.28,446.18,446.27,159401000,-0.003216368,0.003507904,0.015265265,448.2195238,,0.00629105,45.14291362
6/16/1993,446.31,447.43,443.61,447.43,177376600,0.002599323,0.003701377,0.016031973,448.5557143,,0.006299838,36.7657801
6/17/1993,447.43,448.98,446.91,448.54,163285500,0.002480835,0.007095065,0.018668241,448.9471429,,0.006306946,41.55887805
6/18/1993,448.54,448.59,443.68,443.68,228484600,-0.010835154,-0.008004293,-0.008691378,448.7619048,,0.005724936,37.16585785
6/21/1993,443.68,446.22,443.68,446.22,153097500,0.005724847,-0.003328047,-0.009698395,448.5538095,445.415,0.005665132,34.40474708
6/22/1993,446.25,446.29,444.94,445.93,186004800,-0.000649904,-0.000761871,0.000201866,448.5580952,445.3662,0.005173904,33.93995325
6/23/1993,445.96,445.96,443.19,443.19,186323500,-0.006144462,-0.009476343,-0.010736607,448.3290476,445.2456,0.005217321,32.08105096
6/24/1993,443.04,447.21,442.5,446.62,177249200,0.007739344,-0.004280555,-0.004968252,448.2228571,445.2048,0.005499701,43.7437378
6/25/1993,446.62,448.64,446.62,447.6,137765900,0.002194259,0.008835197,-0.012879323,447.9447619,445.1888,0.00499262,49.9756292
6/28/1993,447.6,451.9,447.6,451.85,164233000,0.009495085,0.012617095,-0.001237815,447.9180952,445.247,0.00543678,63.52437051
6/29/1993,451.89,451.9,449.67,450.69,167213400,-0.002567224,0.010674321,0.001110642,447.9419048,445.3116,0.005355523,59.32764565
6/30/1993,450.69,451.47,450.15,450.53,171157200,-0.000355011,0.016561746,-0.007271445,447.7847619,445.4202,0.005030477,59.87084072
7/1/1993,450.54,451.15,448.71,449.02,173419600,-0.003351608,0.005373696,-0.010642283,447.5547619,445.528,0.005072073,53.5299184
7/2/1993,449.02,449.02,445.2,445.84,137785500,-0.00708209,-0.003932082,-0.014696457,447.2380952,445.6556,0.005248039,46.920854
7/5/1993,,,,,203000,0,-0.013300874,-0.009376528,,,0.005138354,49.3860096
7/6/1993,445.86,446.87,441.42,441.43,150091300,-0.009891441,-0.020546273,-0.01398289,,,0.005445697,40.33551359
7/7/1993,441.4,443.63,441.4,442.83,164657800,0.003171511,-0.017090982,-0.004227474,,,0.005325231,40.93100002
7/8/1993,442.84,448.64,442.84,448.64,197237500,0.013120159,-0.000846287,0.006415721,,,0.006050114,57.97590765
7/9/1993,448.64,448.94,446.74,448.13,156529300,-0.001136769,0.005136372,0.006174503,,,0.006052752,53.394564
7/12/1993,448.18,449.11,447.71,448.98,137401500,0.001896771,0.007042885,0.003845638,,,0.005998678,55.20100374
7/13/1993,449,450.7,448.07,448.09,156795200,-0.001982271,0.01508733,0.000848764,,,0.006014023,58.79188232
7/14/1993,448.08,451.12,448.08,450.08,177989500,0.004441072,0.016371971,0.008537432,,,0.006037686,56.55220228
7/15/1993,450.09,450.12,447.26,449.22,170771100,-0.001910771,0.001292796,0.004000626,,,0.006036587,53.18485039
7/16/1993,449.07,449.08,445.66,445.75,209807000,-0.0077245,-0.005310959,-0.006220181,,,0.006251386,38.59636784
7/19/1993,445.75,446.78,444.83,446.03,159258700,0.000628155,-0.006570449,0.00529661,,,0.005765057,41.02450903
7/20/1993,446.03,447.63,443.71,447.31,199103300,0.002869762,-0.001740722,0.002442741,,,0.005662676,44.12904333
7/21/1993,447.28,447.5,445.84,447.18,167883300,-0.000290626,-0.006443299,0.002803131,,,0.00566074,46.53488611
7/22/1993,447.18,447.23,443.72,444.51,170307600,-0.00597075,-0.01048484,0.002978407,,,0.005651203,47.47458791
7/23/1993,444.54,447.1,444.54,447.1,146654900,0.005826641,0.003028603,0.001074739,,,0.005537147,52.50318909
7/26/1993,447.06,449.5,447.04,449.09,157182800,0.004450906,0.006860525,0.003328865,,,0.005602038,65.68845198
7/27/1993,449,449.44,446.76,448.24,196701700,-0.001892716,0.002079095,-0.007989377,,,0.005190624,61.38219039
7/28/1993,448.25,448.61,446.59,447.19,184207100,-0.002342495,2.24E-05,-0.00776587,,,0.005186095,46.3822781
7/29/1993,447.19,450.77,447.19,450.24,172522100,0.006820367,0.012890599,-0.000643686,,,0.005417538,54.9131082
7/30/1993,450.19,450.22,446.98,448.13,166466700,-0.004686389,0.002303735,-0.001982094,,,0.005466232,48.29889579
8/2/1993,448.14,450.15,448.03,450.15,153069200,0.004507621,0.002360329,0.009667145,,,0.005306697,54.34697694
8/3/1993,450.12,450.43,447.59,449.27,162093400,-0.001954904,0.002297876,0.007693343,447.5042857,,0.005332468,48.39069872
8/4/1993,449.27,449.72,447.93,448.54,160777100,-0.001624858,0.003018851,0.016106744,447.8428571,,0.004816593,48.65887783
8/5/1993,448.55,449.61,446.94,448.13,166504600,-0.000914077,-0.004686389,0.011968475,448.0952381,,0.004797307,56.05918124
8/6/1993,448.13,449.26,447.87,448.68,150717700,0.001227322,0.001227322,8.92E-05,448.0971429,,0.003851332,56.6393541
8/9/1993,448.68,451.51,448.31,450.72,162579700,0.00454667,0.001266245,0.005779573,448.2204762,,0.003964646,58.18456171
8/10/1993,450.71,450.71,449.1,449.45,162159500,-0.002817714,0.00040065,0.001046817,448.2428571,,0.004001939,55.21910554
8/11/1993,449.6,451,449.6,450.46,171223100,0.002247191,0.004280555,0.005289116,448.3557143,,0.004000581,64.60270575
8/12/1993,450.47,451.63,447.53,448.96,183245300,-0.003329929,0.001852141,-0.002488446,448.302381,,0.003953515,54.88547672
8/13/1993,448.97,450.25,448.97,450.14,138499466,0.002628297,0.003253989,0.002047994,448.3461905,,0.003974235,52.90605783
8/16/1993,450.25,453.41,450.25,452.38,170170800,0.00497623,0.003682996,0.014873808,448.6619048,,0.003678577,60.4017093
8/17/1993,452.38,453.7,451.96,453.13,179974500,0.001657898,0.008187785,0.015918212,449,,0.003684294,65.11593676
8/18/1993,453.21,456.99,453.21,456.04,212576900,0.006421998,0.012387337,0.019516666,449.4157143,,0.003863259,64.79677319
8/19/1993,456.01,456.76,455.2,456.43,195859900,0.000855188,0.016638453,0.020685183,449.8561905,,0.003853266,73.20193977
8/20/1993,456.51,456.68,454.6,456.16,206165900,-0.000591547,0.013373617,0.026208634,450.4109524,,0.003533449,68.61740842
8/23/1993,456.12,456.12,454.29,455.23,138691800,-0.002038758,0.006300013,0.018183851,450.7980952,,0.003438394,68.45703371
8/24/1993,455.23,459.77,455.04,459.77,195105700,0.009972981,0.014653631,0.023781425,451.3066667,,0.0039058,78.08513206
8/25/1993,459.75,462.04,459.3,460.13,216109200,0.000783,0.008968512,0.026525968,451.8728571,,0.003845542,80.09297208
8/26/1993,460.04,462.87,458.82,461.04,190759900,0.001977702,0.010100125,0.030971176,452.532381,,0.003758057,80.42607034
8/27/1993,461.05,461.05,459.19,460.54,151768700,-0.001084505,0.009601894,0.022876688,453.0228571,,0.003586283,76.16782638
8/30/1993,460.54,462.58,460.28,461.9,141871700,0.002953055,0.014651934,0.030727691,453.6785714,,0.003351483,83.03219716
8/31/1993,461.9,463.56,461.29,463.56,166321900,0.003593851,0.008243252,0.02979007,454.3171429,,0.003315506,83.5652638
9/1/1993,463.55,463.8,461.77,463.15,169120600,-0.000884459,0.006563363,0.030894562,454.9780952,,0.003269187,88.62115264
9/2/1993,463.13,463.54,461.07,461.3,172271800,-0.003994386,0.000563942,0.028447853,455.5857143,,0.003418295,79.43390939
9/3/1993,461.3,462.05,459.91,461.34,132595800,8.67E-05,0.001737091,0.029478053,456.2147619,,0.003392142,76.70846055
9/6/1993,,,,,5103000,0,-0.001212384,0.028216101,,,0.003405628,75.6126309
9/7/1993,461.34,462.07,457.95,458.52,152187300,-0.006112628,-0.010872379,0.017305644,,,0.003685317,57.89636167
9/8/1993,458.53,458.53,453.75,456.65,191535200,-0.004078339,-0.01403433,0.016019579,,,0.003757166,50.76362783
9/9/1993,456.65,458.11,455.17,457.5,167628100,0.001861382,-0.008237589,0.015628469,,,0.003750487,53.85016647
9/10/1993,457.49,461.86,457.49,461.72,170241400,0.009224044,0.000823688,0.02842124,,,0.004056457,65.33932154
9/13/1993,461.7,463.38,461.41,462.06,155428000,0.000736377,0.001560671,0.02648065,,,0.004047489,56.77247176
9/14/1993,461.93,461.93,458.15,459.9,177761000,-0.004674718,0.003009683,0.016623193,,,0.004150217,49.5202472
9/15/1993,459.9,461.96,456.31,461.6,203144100,0.003696456,0.010839812,0.018692208,,,0.004195044,51.53887044
9/16/1993,461.54,461.54,459,459.43,151133600,-0.00470104,0.004218579,0.007433558,,,0.004163816,47.5388199
9/17/1993,459.43,459.43,457.09,458.83,314946200,-0.001305966,-0.006259205,0.0052582,,,0.004177674,42.7111644
9/20/1993,458.84,459.91,455,455.05,159719100,-0.008238345,-0.01517119,-0.002433357,,,0.00457024,31.4648985
