index,SPX Index_PX_OPEN,SPX Index_PX_HIGH,SPX Index_PX_LOW,SPX Index_PX_LAST,SPX Index_PX_VOLUME,return,momentum_5d,momentum_21d,ma_21d,ma_50d,volatility_21d,rsi_14
11/13/1975,91.04,91.04,91.04,91.04,,-0.001644917,0.016638749,0.020284658,89.7352381,,0.007692462,58.79388174
11/14/1975,90.97,90.97,90.97,90.97,,-0.000768893,0.018358894,0.017903099,89.81142857,,0.0077005,59.05427844
11/17/1975,91.46,91.46,91.46,91.46,,0.005386391,0.023729572,0.029259509,89.9352381,,0.007606445,57.23553205
11/18/1975,91,91,91,91,,-0.005029521,0.012573718,0.013137386,89.99142857,,0.007410108,63.5013433
11/19/1975,89.98,89.98,89.98,89.98,,-0.011208791,-0.013268999,-0.006404594,89.96380952,,0.00762609,55.0401548
11/20/1975,89.64,89.64,89.64,89.64,,-0.003778617,-0.015377856,-0.011795833,89.91285714,,0.007649344,54.5081816
11/21/1975,89.53,89.53,89.53,89.53,,-0.001227131,-0.015829394,-0.01874178,89.83142857,,0.007508807,61.99782916
11/24/1975,89.7,89.7,89.7,89.7,,0.001898805,-0.019243385,-0.001447178,89.8252381,,0.006739481,60.34208804
11/25/1975,90.71,90.71,90.71,90.71,,0.011259755,-0.003186813,0.010921654,89.87190476,,0.007168808,62.62861222
11/26/1975,90.94,90.94,90.94,90.94,,0.002535553,0.010669038,0.004750856,89.89238095,,0.006941069,61.55508897
11/28/1975,91.24,91.24,91.24,91.24,,0.003298878,0.017849174,0.020695827,89.98047619,,0.006331806,65.59829581
12/1/1975,90.67,90.67,90.67,90.67,,-0.00624726,0.012733162,0.015227858,90.0452381,,0.006516708,60.07580921
12/2/1975,89.33,89.33,89.33,89.33,,-0.014778868,-0.004124861,0.003256963,90.05904762,,0.007312475,46.64677628
12/3/1975,87.6,87.6,87.6,87.6,,-0.019366394,-0.034285084,-0.005562493,90.03571429,,0.008155374,27.56920045
12/4/1975,87.84,87.84,87.84,87.84,,0.002739726,-0.03408841,-0.007569766,90.00380952,,0.008105036,30.29235858
12/5/1975,86.82,86.82,86.82,86.82,,-0.011612022,-0.048443665,-0.026135726,89.89285714,,0.008267491,27.01975284
12/8/1975,87.07,87.07,87.07,87.07,,0.002879521,-0.039704423,-0.027694026,89.7747619,,0.008219242,25.15024092
12/9/1975,87.3,87.3,87.3,87.3,,0.002641553,-0.022724729,-0.022724729,89.67809524,88.979,0.008258697,28.54610868
12/10/1975,88.08,88.08,88.08,88.08,,0.008934708,0.005479452,-0.014103425,89.61809524,89.0632,0.008540963,38.82936459
12/11/1975,87.8,87.8,87.8,87.8,,-0.003178928,-0.000455373,-0.02303327,89.51952381,89.1606,0.008420908,39.08083086
12/12/1975,87.83,87.83,87.83,87.83,,0.000341686,0.011633264,-0.036846145,89.35952381,89.2408,0.007622227,39.83069187
12/15/1975,88.09,88.09,88.09,88.09,,0.002960264,0.011714712,-0.032403339,89.21904762,89.2836,0.007691584,40.51910136
12/16/1975,88.93,88.93,88.93,88.93,,0.009535702,0.018671249,-0.022424975,89.12190476,89.3246,0.008062907,39.39283007
12/17/1975,89.15,89.15,89.15,89.15,,0.002473856,0.012148047,-0.025256943,89.01190476,89.3722,0.007971216,39.35173426
12/18/1975,89.43,89.43,89.43,89.43,,0.003140774,0.01856492,-0.017252747,88.93714286,89.402,0.007973681,39.24616754
12/19/1975,88.8,88.8,88.8,88.8,,-0.007044616,0.011044062,-0.013114025,88.88095238,89.4106,0.007750489,38.90464581
12/22/1975,88.14,88.14,88.14,88.14,,-0.007432432,0.000567601,-0.016733601,88.80952381,89.4092,0.007865579,42.29575985
12/23/1975,88.73,88.73,88.73,88.73,,0.006693896,-0.00224896,-0.008935552,88.77142857,89.3946,0.008030933,59.12843503
12/24/1975,89.46,89.46,89.46,89.46,,0.008227206,0.003477285,-0.002675585,88.76,89.3982,0.008237445,62.0375161
12/26/1975,90.25,90.25,90.25,90.25,,0.008830762,0.009169183,-0.005071106,88.73809524,89.4186,0.008085689,76.2419946
12/29/1975,90.13,90.13,90.13,90.13,,-0.00132964,0.014977477,-0.008906972,88.69952381,89.4338,0.008064011,73.90867939
12/30/1975,89.77,89.77,89.77,89.77,,-0.003994231,0.018493306,-0.016111355,88.62952381,89.452,0.00805402,68.99588546
12/31/1975,90.19,90.19,90.19,90.19,,0.004678623,0.016454412,-0.005293923,88.60666667,89.4594,0.008033487,67.10709076
1/2/1976,90.9,90.9,90.9,90.9,,0.00787227,0.016096579,0.017575283,88.68142857,89.4662,0.007483028,73.44153393
1/5/1976,92.58,92.58,92.58,92.58,,0.018481848,0.025817175,0.056849315,88.91857143,89.5036,0.006904227,78.63889158
1/6/1976,93.53,93.53,93.53,93.53,,0.010261396,0.037723289,0.064776867,89.18952381,89.5494,0.007100922,80.19853704
1/7/1976,93.95,93.95,93.95,93.95,,0.004490538,0.04656344,0.082123935,89.52904762,89.6318,0.006262066,79.14641026
1/8/1976,94.58,94.58,94.58,94.58,,0.006705695,0.048675019,0.086252441,89.88666667,89.7288,0.006290033,80.03616156
1/9/1976,94.95,94.95,94.95,94.95,,0.003912032,0.044554455,0.087628866,90.25095238,89.8176,0.006282761,80.19020333
1/12/1976,96.33,96.33,96.33,96.33,,0.014533965,0.040505509,0.09366485,90.64380952,89.9564,0.006611665,88.12754596
1/13/1976,95.57,95.57,95.57,95.57,,-0.007889546,0.021811184,0.088496583,91.01380952,90.0816,0.006949151,87.75420293
1/14/1976,97.13,97.13,97.13,97.13,,0.016323114,0.033847791,0.105886371,91.45666667,90.2434,0.007382142,88.75749213
1/15/1976,96.61,96.61,96.61,96.61,,-0.00535365,0.021463311,0.096719264,91.86238095,90.4138,0.007703379,83.8064693
1/16/1976,97,97,97,97,,0.004036849,0.021590311,0.09074553,92.24666667,90.5836,0.007614241,83.09986107
1/19/1976,98.32,98.32,98.32,98.32,,0.013608247,0.020658154,0.102860348,92.68333333,90.767,0.007873315,85.88738831
1/20/1976,98.86,98.86,98.86,98.86,,0.00549227,0.034425029,0.1054456,93.13238095,90.9532,0.007866712,89.28891015
1/21/1976,98.24,98.24,98.24,98.24,,-0.006271495,0.011427983,0.106306306,93.58190476,91.1314,0.007810043,84.41728267
1/22/1976,98.04,98.04,98.04,98.04,,-0.002035831,0.01480178,0.112321307,94.05333333,91.3054,0.007466896,81.95045406
1/23/1976,99.21,99.21,99.21,99.21,,0.011933905,0.022783505,0.118111124,94.55238095,91.4922,0.007608738,80.90314395
1/26/1976,99.68,99.68,99.68,99.68,,0.004737426,0.013832384,0.114241002,95.03904762,91.662,0.007580995,79.92023327
1/27/1976,99.07,99.07,99.07,99.07,,-0.006119583,0.002124216,0.097728532,95.45904762,91.8226,0.007916713,74.60377391
1/28/1976,98.53,98.53,98.53,98.53,,-0.005450691,0.002951954,0.093198713,95.85904762,91.9738,0.008116473,69.24677332
