,AES US Equity,NTRS US Equity,PSA US Equity,EFX US Equity,NOC US Equity,BA US Equity,HST US Equity,NKE US Equity,ATO US Equity,MOS US Equity,ALL US Equity,PNW US Equity,DVN US Equity,WMB US Equity,KR US Equity,MO US Equity,KMB US Equity,NVR US Equity,ROST US Equity,LIN US Equity,PAYX US Equity,TROW US Equity,HOLX US Equity,GILD US Equity,BSX US Equity,FAST US Equity,JKHY US Equity,CDNS US Equity,IT US Equity,EA US Equity,BIIB US Equity,INTU US Equity,ADBE US Equity,OMC US Equity,ETR US Equity,ESS US Equity,NEM US Equity,CSCO US Equity,CPRT US Equity,DE US Equity,WM US Equity,AEP US Equity,C US Equity,JPM US Equity,CB US Equity,PEP US Equity,REGN US Equity,IDXX US Equity,TPL US Equity,AVB US Equity,ALB US Equity,PTC US Equity,RTX US Equity,LUV US Equity,HAL US Equity,TJX US Equity,DLTR US Equity,PPL US Equity,UHS US Equity,CLX US Equity,FITB US Equity,SWK US Equity,USB US Equity,HSY US Equity,INCY US Equity,EME US Equity,JBL US Equity,AVY US Equity,BAC US Equity,COF US Equity,BKR US Equity,VRTX US Equity,TECH US Equity,REG US Equity,FICO US Equity,GE US Equity,EOG US Equity,MNST US Equity,WELL US Equity,FCX US Equity,JCI US Equity,COR US Equity,CPB US Equity,KO US Equity,CMS US Equity,WDC US Equity,HON US Equity,COO US Equity,EG US Equity,SLB US Equity,DVA US Equity,ERIE US Equity,WAT US Equity,EIX US Equity,MSFT US Equity,EXPD US Equity,PGR US Equity,INTC US Equity,CAH US Equity,HSIC US Equity,TGT US Equity,SBUX US Equity,CVS US Equity,OKE US Equity,RMD US Equity,WSM US Equity,IRM US Equity,APD US Equity,MCHP US Equity,STT US Equity,POOL US Equity,TSN US Equity,DIS US Equity,MMM US Equity,CNP US Equity,MHK US Equity,BMY US Equity,AMD US Equity,ECL US Equity,PCAR US Equity,AOS US Equity,LLY US Equity,CAG US Equity,HIG US Equity,BK US Equity,XOM US Equity,COST US Equity,EQR US Equity,SHW US Equity,FDX US Equity,MCK US Equity,ABT US Equity,CMI US Equity,EVRG US Equity,RJF US Equity,PG US Equity,TER US Equity,CMCSA US Equity,IVZ US Equity,VTR US Equity,PH US Equity,WAB US Equity,PCG US Equity,CL US Equity,BEN US Equity,AMAT US Equity,LEN US Equity,MS US Equity,KLAC US Equity,ODFL US Equity,IPG US Equity,MLM US Equity,DHI US Equity,STZ US Equity,SCHW US Equity,TAP US Equity,ED US Equity,TXN US Equity,BALL US Equity,BBY US Equity,RCL US Equity,SWKS US Equity,TYL US Equity,VMC US Equity,PFE US Equity,TRMB US Equity,TFC US Equity,CINF US Equity,STE US Equity,DRI US Equity,BRO US Equity,JBHT US Equity,ES US Equity,SPG US Equity,NTAP US Equity,CTAS US Equity,PEG US Equity,ARE US Equity,APH US Equity,VTRS US Equity,AMZN US Equity,AAPL US Equity,BXP US Equity,BRK/B US Equity,WMT US Equity,ADP US Equity,BDX US Equity,LOW US Equity,EXC US Equity,KIM US Equity,FI US Equity,AMGN US Equity,CVX US Equity,PLD US Equity,GD US Equity,DTE US Equity,F US Equity,AFL US Equity,WY US Equity,J US Equity,HD US Equity,ORCL US Equity,FDS US Equity,SPGI US Equity,PWR US Equity,TTWO US Equity,VRSN US Equity,YUM US Equity,AMT US Equity,DHR US Equity,QCOM US Equity,TT US Equity,EL US Equity,SYK US Equity,DD US Equity,ROK US Equity,CHRW US Equity,CSGP US Equity,APA US Equity,EQT US Equity,CHD US Equity,STLD US Equity,LH US Equity,AXP US Equity,MMC US Equity,LRCX US Equity,CCI US Equity,MGM US Equity,EBAY US Equity,HRL US Equity,D US Equity,DGX US Equity,SYY US Equity,DECK US Equity,ADI US Equity,DOV US Equity,LNT US Equity,OXY US Equity,LHX US Equity,AJG US Equity,GS US Equity,VLO US Equity,NVDA US Equity,SBAC US Equity,DUK US Equity,CTSH US Equity,GLW US Equity,RSG US Equity,BLK US Equity,LMT US Equity,PHM US Equity,TDY US Equity,T US Equity,KMX US Equity,NEE US Equity,CTRA US Equity,WRB US Equity,NI US Equity,ROP US Equity,L US Equity,TRV US Equity,SNPS US Equity,TKO US Equity,PKG US Equity,SJM US Equity,ADM US Equity,DOC US Equity,MET US Equity,CSX US Equity,ROL US Equity,MTB US Equity,CAT US Equity,RL US Equity,GEN US Equity,UDR US Equity,SO US Equity,ORLY US Equity,ADSK US Equity,SRE US Equity,AZO US Equity,MCO US Equity,GL US Equity,NUE US Equity,VZ US Equity,FE US Equity,IFF US Equity,GWW US Equity,MKC US Equity,TSCO US Equity,ACGL US Equity,URI US Equity,PNR US Equity,ISRG US Equity,EW US Equity,BKNG US Equity,GIS US Equity,GPN US Equity,FFIV US Equity,HBAN US Equity,WEC US Equity,COP US Equity,FRT US Equity,HUM US Equity,ZBRA US Equity,UNH US Equity,AME US Equity,LII US Equity,FIS US Equity,WTW US Equity,AXON US Equity,O US Equity,AEE US Equity,ZBH US Equity,BG US Equity,ALGN US Equity,ELV US Equity,WFC US Equity,TPR US Equity,HUBB US Equity,PFG US Equity,K US Equity,CNC US Equity,GRMN US Equity,PRU US Equity,NFLX US Equity,BF/B US Equity,AKAM US Equity,RVTY US Equity,XEL US Equity,A US Equity,ON US Equity,WST US Equity,CME US Equity,EQIX US Equity,TXT US Equity,MSI US Equity,WYNN US Equity,NDSN US Equity,NSC US Equity,CI US Equity,AON US Equity,MOH US Equity,NRG US Equity,AIZ US Equity,EMN US Equity,NDAQ US Equity,CBRE US Equity,DPZ US Equity,GOOGL US Equity,LKQ US Equity,HPQ US Equity,DLR US Equity,CRM US Equity,MPWR US Equity,DXCM US Equity,LVS US Equity,CPT US Equity,MRK US Equity,MDLZ US Equity,STX US Equity,ICE US Equity,MTD US Equity,TMO US Equity,LYV US Equity,AMP US Equity,CF US Equity,UAL US Equity,SNA US Equity,BAX US Equity,TDG US Equity,ACN US Equity,HAS US Equity,EXPE US Equity,MA US Equity,CMG US Equity,FSLR US Equity,CRL US Equity,UNP US Equity,MCD US Equity,IBKR US Equity,PODD US Equity,LDOS US Equity,PNC US Equity,SMCI US Equity,IBM US Equity,TMUS US Equity,BR US Equity,V US Equity,DAL US Equity,AWK US Equity,KDP US Equity,MU US Equity,ULTA US Equity,BLDR US Equity,MSCI US Equity,BX US Equity,IP US Equity,LULU US Equity,MAS US Equity,EXR US Equity,RF US Equity,AIG US Equity,KEY US Equity,ETN US Equity
2003-11-28,0.027946671489451437,,,,,,,,,,,,,0.027946671489451437,,0.027946671489451437,,,,,,,,,,,0.027946671489451437,,,,,,,,,,0.027946671489451437,,,,,,,0.027946671489451437,,,,,,,,,,,,,0.024025489453089858,,,,,,,,,,,,,0.027946671489451437,,,,,,,,0.011086874498266614,,0.024521006997309747,,,,,,,,,0.027946671489451437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027946671489451437,,,,,,,,,,,,,,0.027946671489451437,,,,,,,,,0.027946671489451437,,,,,,,0.027946671489451437,,,,,,,,,,,,,,,,0.027474460040548702,,,,,,0.027946671489451437,,,0.01862400670589996,,,,,0.025604051987517307,0.023149892976972657,,,,,,,,,,,,,,,,,,,,,,0.027946671489451437,,0.02329682247990167,,,,0.022883800212510783,,,,0.027946671489451437,,,,,,0.027946671489451437,,,,,,,,0.027276441316810233,,,,,,,0.025396505935068047,,,,,,,,,,0.02231170365298724,,,0.027124889367918587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027946671489451437,,,,0.010945244692655794,,0.027946671489451437,,,,,,0.02642893702420387,,,,,,,0.013103812904904527,,,0.027946671489451437,,0.017776511859058337,,,,,,,,0.02638824967875998,,0.015404096867817178,,0.011384685806276742,0.027946671489451437,,,0.016859085752493407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,0.023078231444027878,,,,,,,,,,,,,0.028887047284076702,,,,,,,,0.028887047284076702,,0.028887047284076702,,,0.028887047284076702,,,,,,,,,,,,,,,,,0.028887047284076702,,,,,0.028887047284076702,,,,,,,,,,,,,,,,,,,,,0.028887047284076702,,,,,,,,0.028887047284076702,,0.019714062089756592,,,,,,,,0.028887047284076702,,,,,,,,,0.028887047284076702,,,,,,,,,,,,,,,,,,,,,0.019945242377349542,,0.028887047284076702,,,,,,,,,,,,,0.028887047284076702,0.028887047284076702,,,,,,,,,0.028887047284076702,,,,,,,,,,0.021877559877294152,0.028887047284076702,,,,,,0.021535708115431356,,,,,,,,,,,,0.028887047284076702,,,,,,,,,0.02371577648389343,,,,,,,,,,,,,,,,,,,,,,,,0.02250060324802453,,,,,,,,0.028887047284076702,,,,,,,,,0.024669614886296393,,,,0.021258372579121602,0.028887047284076702,,,,,,,0.012663969419471201,,,,,,,,,,0.019323900285163186,,,0.020353502439630328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028887047284076702,,,,,,,,,,,,0.028887047284076702,,,,,,,0.013057979271102665,,,,,0.02122499194468411,,,,,,,,,,0.013720887422935542,0.028887047284076702,0.013655953119102322,0.02329148524942494,,,0.012618866201888361,,0.028887047284076702,0.016278253295714366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-30,0.027108843334208994,,,,,,,,,,,,,0.025093367334709276,,0.029519190897228525,,,,,,0.029519190897228525,,,,,0.029519190897228525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02892363272199818,,,,,,,,0.018199617158871438,,0.018332882308334412,,,,,,,,0.029519190897228525,0.029519190897228525,,,,,,,,0.029519190897228525,,,,,,,,,,,,,,,,,,,,,0.019533463235683324,,0.029519190897228525,,,,,,,,,,,,,0.029519190897228525,0.029519190897228525,,,,,,,,,0.029519190897228525,,,,,,,,,,0.02544769106712207,,,,,,,,,,0.029519190897228525,,,,,,,,,0.026147212279786853,,,,,,,,,0.02327974796234277,,,,,,,,,,,,,,,,,,,,,,,,0.021573688656141315,,,,,,,,,,,,,,,,0.029519190897228525,0.029519190897228525,,,,0.01892167061548476,0.027457904773568728,,,,,,,0.01382549839866783,,,,0.029519190897228525,,,,,,0.014986333154268887,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029519190897228525,,,,,,,,,,,,,,,,,,,,,,,0.016803682681047167,,0.029519190897228525,,,,,,0.026029033523301454,,,,,,,0.012112182859887282,,,,,0.015633187998918628,,,,,,,,,,0.013750639033239398,0.029519190897228525,0.017067496261094085,0.029519190897228525,,,0.01780832461022644,0.028248363538020294,,0.012370100342962799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-27,0.026709919773503742,,,,,,,,,,,,,0.02611311037767286,,0.028666133806548613,,,,,,0.028666133806548613,0.02695761958943918,,,,,,,,,,,,,,,,0.017005989392937838,,,,,0.028666133806548613,,,,,,,,,,,,,0.028666133806548613,,,,,,,,0.01777774884857823,,,,,0.028666133806548613,,,,,,,,0.016237508447262867,,0.026493915365665168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028666133806548613,,,0.028666133806548613,,,0.026095343124104886,,,,,,,,,,,,,,,0.028666133806548613,,,,,,0.028666133806548613,,,,0.028666133806548613,,0.028666133806548613,,,,,,,,,,,,,,,,0.028666133806548613,,0.02167060939511363,,,,,,,,,0.028666133806548613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028666133806548613,,,,,,,,,,,,,,,,,0.024299533418368546,,,,,0.02683413119533671,,,,,,,0.021892420291801877,,,,0.028666133806548613,,,,,,0.017324015193667122,,,0.027282563090786957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028666133806548613,,0.014756262252389692,,,,0.014632983060542257,,,,,,,,,,,,,,,0.010067644842063324,,,,,0.022751238021490972,,,,,,,,,,0.016664042767455114,,0.009917839359050358,0.028666133806548613,,0.028666133806548613,0.02079809880901287,,0.028666133806548613,0.02306092105933222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,0.02692481047610147,,,,,,,,,,,,,0.02692481047610147,,0.02692481047610147,,,,,,0.02692481047610147,,,,,,,,,,,,,,,,,0.02692481047610147,,,,,0.02692481047610147,,,,,,,,,,,,,,,,,,,,,0.015750226690536048,,,,,0.02692481047610147,,,,,,,,0.011915174761111185,,0.02692481047610147,0.02692481047610147,,,,0.02692481047610147,,,,,0.02692481047610147,,,,,,,,,,,,,,,,,,,,,,0.02692481047610147,,,,,,0.02692481047610147,,,,,,0.02692481047610147,,,,,,,,,0.02692481047610147,,,,,,0.02473151846258087,0.02692481047610147,,,0.02692481047610147,,,,,,,,,,0.02692481047610147,,,,,,,,0.02692481047610147,,0.023810840449307986,,,,,,,,,0.02692481047610147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02671614412308057,,,,,,,,,,,,,,,,,0.02692481047610147,,,,,,,,,,,,0.02692481047610147,,,,,,,,,,0.020630788216711184,,,,,,,,,,,,,,,,,,,,,,0.02692481047610147,,,,,,,,,,,,,,,,,,,,,,,0.02692481047610147,,,,,,,,,0.01788852179874856,,,,,0.02692481047610147,,,,,,,0.012055776473030931,,,,,0.02692481047610147,,,,,,,,,,0.015745147905613453,,0.01738056290946792,0.02692481047610147,,0.022979579010561267,0.016682786846551757,,0.02692481047610147,0.019818239021857108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,0.027032526556004317,,,,,,,,,0.027032526556004317,,,,0.027032526556004317,,,,,,,,,,,,,,,,,0.027032526556004317,,,,,,,,0.026739125632937812,,,,,,,,,0.027032526556004317,,,,,,,,,,,,,,,,,,,,,,0.027032526556004317,,,,,,,,0.010256809468592,,,0.027032526556004317,,,,,,,,,,0.027032526556004317,,,0.027032526556004317,,,,,,,,,,,,,,,,,0.027032526556004317,0.027032526556004317,,,0.027032526556004317,,,0.017019239385780902,,,,,,0.027032526556004317,,,,,,,,,0.027032526556004317,,,,,,,0.02578737592313072,,,,,,,,,,0.024709917466949557,,,,,,,,,,,,,,,,,,,,,,0.026454252040752708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027032526556004317,,,,,,,,0.027032526556004317,0.027032526556004317,,,,,0.015439086941044457,,,,,,,0.024106715828384508,,,,,,,,0.025851466019857466,,,,,,,0.027032526556004317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027032526556004317,,,,0.027032526556004317,,,,,,,,,,,,,,,,,,,,,,,,,,0.027032526556004317,,0.007026399417382644,,,0.027032526556004317,,,,,0.027032526556004317,,,,,,,0.017517100966364746,,0.016301231536743746,,,,0.016066885686947453,0.027032526556004317,0.027032526556004317,0.02386284924116334,,0.022536465039784213,0.02451191550407577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-30,0.026411544805181486,,,,,,,,,0.020099154733534186,,,,0.026411544805181486,,,,,,,,,0.026411544805181486,,,,,,,,0.026411544805181486,,,,,,,,0.026411544805181486,,,,,,,,,,,,,,,,,,,,,,,0.026411544805181486,,,,,,,,0.026411544805181486,,,,,,,,0.012867871461391758,,,0.026411544805181486,,,,,,,0.026411544805181486,,,0.026411544805181486,,,0.026411544805181486,,,,,,,,,,,,,,,,,0.026411544805181486,0.026411544805181486,,,0.026411544805181486,,,0.019615560339820027,,,,,,0.026411544805181486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026411544805181486,,,,,,,,,,,,,,,0.026411544805181486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026084851838812387,,0.026411544805181486,,,,,,,0.026411544805181486,,,0.026411544805181486,0.023199386526209703,,,,,,,0.026411544805181486,,,,,0.019734827245592147,,,,,,,,0.026411544805181486,,,,,,,0.026411544805181486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026411544805181486,,,,,,,,,,,,,,0.026411544805181486,,,,,,,,,,,,,,,,0.026411544805181486,,0.008657327114867911,,,0.02421932693453352,,,,,,,,,,,,0.00812904122852316,,0.014056060467237733,,,,,0.026411544805181486,0.022731594112988644,0.015405261172821132,,0.01926493747340459,0.026411544805181486,0.026411544805181486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-31,0.026569577654487576,,,,,,,,,0.022387688717818623,0.026569577654487576,,,,,,,,,,,,,,,0.026569577654487576,,,,,0.026569577654487576,,,,,,,,0.023839269599188015,,,,,,,,,,,,,,,,,,,,,,,,,0.026569577654487576,0.01282967064586092,,,,,,,,,,,,,0.011502945352577136,,,0.026569577654487576,,,,,,,0.026569577654487576,,,0.026569577654487576,,,0.026569577654487576,,,,,,,,0.026569577654487576,,,,,,,,,,0.022339765569555397,,,0.026569577654487576,,,,,,,,,,,,,,,,,,,,,,,,,0.026569577654487576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026569577654487576,0.026314697986694325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026569577654487576,,,,,,,,,,,0.019165127874792926,,,,,,,,0.026569577654487576,,,,0.01633399267522122,,,,,,,,0.0209309611583455,,0.019849172404298676,,0.026569577654487576,,,0.026569577654487576,,0.026569577654487576,,,,,0.026569577654487576,,,,0.026569577654487576,,,0.026569577654487576,,,,,,,,,,,0.026569577654487576,,,,0.015276455903501037,,,0.026569577654487576,,,,,,,,,,,,0.01976034891548601,,,,,,,,,,,,,,,,,0.02091934076824822,,,,,0.022379517720291522,,,,,,,,,,,,0.0202084435379298,,,,,,0.023851904341515205,0.026190979823778632,,,0.026569577654487576,0.018249853297195074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,0.022058806989275377,,,,,,,,,0.02776991413929637,0.02776991413929637,,,,,,,,,,,,,,,0.02776991413929637,,,,,0.02776991413929637,,,,,,,,0.013572241896413522,,,,,,,,,,0.02495139467436811,,,,,,,,,,,,,,,0.02776991413929637,0.01447831347943829,,,,,,,,,,,,,0.011643901607004696,,,,,,,,,,,,,,,0.02776991413929637,0.02776991413929637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02776991413929637,,,,,,,,,,,,,0.02776991413929637,,,,,,,,,,,,,,,,,,,,,,,,,,0.01718912624625837,,,,,0.02776991413929637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02738948874802141,,,,,,,,,,,0.01897689237520711,0.02776991413929637,,,,,,0.02776991413929637,,,,,0.011405002603043403,,,,,,,,0.02177617467017601,,0.012681603944880134,0.02776991413929637,,,,0.02776991413929637,,0.02669225527339182,,,,,,,,,0.02776991413929637,,,,,,,,0.02776991413929637,,,,,,,,,,0.02776991413929637,,,,,,0.02776991413929637,,,,,,,,0.02776991413929637,0.017537726992011164,,,,,,,,,,,0.02776991413929637,,,,,,0.0062897469281689745,,,,0.02776991413929637,,,,,,,,,,,,,0.016157185916369526,,,,,,0.023553525986227803,0.02776991413929637,0.02776991413929637,,0.019398758187334893,,0.02776991413929637,0.02776991413929637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-31,0.02676279274435913,,,,,,,,,,,,,,,,,0.02676279274435913,,,,,0.011606345138918055,,,,,,,0.022031944711151434,0.02676279274435913,,0.02676279274435913,,,,,,,,,,,,,,,,0.019966845116350256,0.02676279274435913,,,,,,,,,,,,,,0.02676279274435913,,,,,,,,,,,,,,0.02077481037780622,,,,,,,,,,,,,0.02676279274435913,,,0.02676279274435913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02676279274435913,,,,,,,,,,,,,,,,,0.02676279274435913,,,,,,,,,,,,,,,,,,,,,,0.02676279274435913,,,,,,,,,,0.021095645894199842,,,,,,,,,,,,,,,,,,,,,0.02676279274435913,,,,0.015510295338668207,,0.02676279274435913,,,,,,,,,,,,,0.02314681459854851,,,,,,0.02570876432775903,,,,,,0.016847897249806912,,,,,,,,0.02676279274435913,,0.019587751032853165,,0.02676279274435913,,,0.02676279274435913,,,,,,,,,,,0.02676279274435913,,,,,,0.02676279274435913,,,,,,,,,,,,0.015801606174400434,,,0.02676279274435913,,0.02676279274435913,,,,,,,,,0.02676279274435913,0.01866903097764896,,,,,,,,,,,,,,,,,0.005164013247817991,,,,0.02676279274435913,,,,,,,,0.023369650044175762,,0.02676279274435913,,,,,,,,,0.020603923289607487,,,,0.02428205112695025,,0.02676279274435913,,,0.02676279274435913,0.02676279274435913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-28,0.025869708762435623,,,,,,,,,,,,,0.025869708762435623,,,,0.025869708762435623,,,,,0.025869708762435623,,,,,,,0.025869708762435623,,,0.02582696194121194,,,,,,,,,,,,,,,,0.021888358673192387,,,,,,,,,,,,,,,0.025869708762435623,,,,,,,,,,,,,,0.01022103818499653,,,,,,,,,,0.025869708762435623,,,,,,0.025869708762435623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022240159401416743,,,,,,,,,,,,,,,,,,,,,0.025869708762435623,,,,,,,,,,,,0.025869708762435623,,,,,,0.025869708762435623,,,,,,,,,,0.023811452700712814,,,,,,,,,,,,,,,,,,,,,0.025869708762435623,,,,,,0.025869708762435623,,,,,,,0.025869708762435623,,,,,,0.017577791985502612,,,,,,0.025869708762435623,,,,,,0.025869708762435623,,,,,,,,,,0.020030249841543574,,0.012748866429793296,,,0.025869708762435623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02074407050076364,,,0.025869708762435623,,0.02410984039629159,,,,,,,,,0.025869708762435623,0.013928224574811599,,,,0.025869708762435623,,,,,,0.025869708762435623,,,0.025869708762435623,,,,,,,,0.024066438056720346,,,,,,,,0.022788702624286485,,,,,,,,,,,0.01765433412587113,0.025869708762435623,,,0.025869708762435623,,0.025869708762435623,,,0.023881373977123428,0.025869708762435623,0.025869708762435623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,0.02381242637542817,,,,,,,,,,,,,,,,,0.026422976539845034,,,,,0.020947552554178746,,,,,,,0.012188828768143995,,,,,,,,,,,,,,,,,,,0.025209522762619306,0.026422976539845034,,,,,,,,,,,,,,0.026422976539845034,,,,,,,,,,,,,,0.006713726828908453,,,,,,,,,,0.026422976539845034,,,,,,0.026422976539845034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026422976539845034,,,,,0.014808825108020946,,,,0.026422976539845034,,,,,,,,,,,,,,,,,,0.026422976539845034,,,,,,,,,,0.020957031790206436,,,,,,,,,,,,,,,,,,,,,,,,,0.02455867831089899,,0.026422976539845034,,,,,,,0.02447375864935855,,,,,,0.015432115133972467,,,,,,0.024881118308034973,,,,,,0.026422976539845034,,,,,,,,0.0199578928445086,,0.016563567939825944,,0.026422976539845034,,,0.026422976539845034,,,0.025692516876057194,,,,,0.026422976539845034,,,,,,,,,0.026422976539845034,,,,,,,,,,,,0.026422976539845034,,,,,0.015095190726308591,,,,,,,,,,0.026422976539845034,,,,,,,,,,0.026422976539845034,,,0.026422976539845034,,,,,,,,,,,,,,,,0.024201463774740823,,0.026422976539845034,,,,,,,,,0.026422976539845034,,0.026422976539845034,,0.023931369752661903,,0.026422976539845034,0.026422976539845034,,,0.026422976539845034,0.026422976539845034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-29,0.026808767463435794,,,,,0.026808767463435794,,,,,,,,,,,,0.026808767463435794,,,,,0.018389440779524233,,,,,,,,,,,,,,,,,,,,,,,,,,0.02516454070707074,0.026808767463435794,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015883370298137026,,,,,,,0.026808767463435794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026808767463435794,,,,,,,,,0.026808767463435794,,,,,,,,,,,,,,,,,,0.026808767463435794,,,,,,,,,,0.018963609135301554,,,,,,,,,,,,,,,,,,,,,,,,0.026808767463435794,0.017534431992524652,,0.026808767463435794,,,,,,,0.017137527844608196,,,,,,,,,,,,0.026808767463435794,,,,,,,,,,,0.025949984240785786,,,0.02136935934956757,,0.026808767463435794,,0.02450802484464335,,,,,0.025773689430684307,,,,,,,,,,,,,,,0.014434945817081827,,,,,,,,,,,,0.026808767463435794,,,,,0.02341347576883933,,,,,,,,,,0.011601295335022844,,,,0.026808767463435794,0.026808767463435794,,,,,0.026808767463435794,,0.026808767463435794,0.026808767463435794,,,,,,,,0.026808767463435794,,,,,,,,0.017820869935294144,,0.026808767463435794,,,,,,,,,0.026630308283604208,,,,0.0253089363610814,,0.025904494881222425,,,0.024503839554240202,0.026808767463435794,0.026808767463435794,0.01877586149716958,0.011139109748008988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-31,0.021597910902066548,,,0.026440161172070785,,0.026440161172070785,,,,,,,,,,,,0.026440161172070785,,,,,0.026440161172070785,,,,,,,,,,,,,,,,,,,,,,,,,,0.013425789546211084,,,,,,,,,,,,,,,0.026440161172070785,,,,,,,,,,,,,,0.014800999026556608,,,,,,,,,,,,,,,,0.026440161172070785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026440161172070785,,,,,,,0.026440161172070785,0.022079176622906035,0.022534936793317778,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01995566810949743,0.026440161172070785,,,,,,0.026440161172070785,,,,,,,,,,,,,,,,0.01718661747311288,0.026394798302946144,0.026440161172070785,,,,,,,,,0.026440161172070785,,,,,,,,,,,,0.02271314036820814,,,,,,,,,,,,,,0.017381554497798445,,0.014808665771553604,,0.026440161172070785,,,,,,0.02441626311479936,,,,,,,,,,,,,,,,,,,,,,,,,,0.026440161172070785,,,,,0.01796374061580265,,,,,,,,,,0.020138384921462787,,,,0.026440161172070785,,,,,0.026440161172070785,0.026440161172070785,,0.026440161172070785,0.026440161172070785,,,,,,,,0.026440161172070785,,0.026440161172070785,,,,,,0.026440161172070785,,0.026440161172070785,,,,,,,,,0.026440161172070785,,0.026440161172070785,,0.0172129554819584,,,,,,,0.026440161172070785,,0.019945207977961694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
